@relation texture-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute Class {2,3,4,9,10,7,6,8,12,13,14}

@data
0.254047,0.62549,0.580411,0.613663,0.660188,0.680412,0.500866,0.589986,0.631191,0.464352,0.254047,0.46323,0.558153,0.526809,0.636856,0.623301,0.51594,0.623675,0.646734,0.546634,0.254047,0.370066,0.408506,0.434853,0.513898,0.576534,0.406807,0.475888,0.53937,0.450898,0.254047,0.402523,0.45225,0.449164,0.468635,0.440135,0.504095,0.539892,0.535994,0.507738,8
0.28732,0.586275,0.650544,0.61013,0.678954,0.705155,0.50202,0.628552,0.688086,0.589585,0.28732,0.435052,0.533067,0.48766,0.586269,0.585437,0.491611,0.590106,0.614535,0.507721,0.28732,0.402961,0.400672,0.444504,0.513898,0.569117,0.4349,0.50698,0.551837,0.477297,0.28732,0.442087,0.536224,0.478412,0.546863,0.517707,0.501862,0.583269,0.559468,0.49881,8
0.209083,0.492157,0.53023,0.525324,0.574397,0.644674,0.443162,0.528417,0.60241,0.50775,0.209083,0.385567,0.54333,0.397447,0.546522,0.530097,0.415268,0.572438,0.599816,0.566399,0.209083,0.326754,0.399552,0.39571,0.484809,0.576534,0.34738,0.422589,0.483596,0.419747,0.209083,0.360092,0.461581,0.417131,0.507011,0.538786,0.428891,0.534469,0.57277,0.513095,8
0.170863,0.460131,0.530834,0.508834,0.585121,0.678351,0.37738,0.494587,0.611111,0.458772,0.170863,0.312715,0.447548,0.357447,0.483288,0.546602,0.33557,0.462014,0.535419,0.474985,0.170863,0.292215,0.410744,0.35496,0.496445,0.574511,0.311723,0.430203,0.503281,0.438226,0.170863,0.335436,0.44292,0.380919,0.481919,0.474705,0.408042,0.521301,0.553991,0.492262,8
0.125899,0.40915,0.429867,0.485866,0.525469,0.606186,0.399885,0.479026,0.57162,0.481711,0.125899,0.219244,0.378563,0.254468,0.387534,0.435922,0.270973,0.386042,0.436983,0.415689,0.125899,0.234649,0.300504,0.285255,0.371687,0.430883,0.250675,0.33566,0.385827,0.331573,0.125899,0.342317,0.427552,0.380223,0.474539,0.438449,0.40134,0.51433,0.526604,0.482143,8
0.251349,0.452941,0.565296,0.570671,0.607239,0.653608,0.503751,0.584574,0.688086,0.621203,0.251349,0.346392,0.508552,0.384681,0.542005,0.534951,0.407718,0.54947,0.606256,0.525633,0.251349,0.358553,0.425853,0.388204,0.484809,0.565071,0.359806,0.463198,0.513123,0.459345,0.251349,0.462156,0.548847,0.473538,0.568266,0.521922,0.478034,0.599535,0.602504,0.556548,8
0.260791,0.564052,0.667473,0.584217,0.709786,0.756701,0.49798,0.65088,0.715529,0.657161,0.260791,0.437113,0.576967,0.486809,0.669377,0.685437,0.482383,0.660777,0.708372,0.597282,0.260791,0.400768,0.467823,0.443432,0.566904,0.608901,0.407347,0.520939,0.55315,0.473073,0.260791,0.43578,0.549945,0.470752,0.568266,0.556492,0.486225,0.602634,0.613459,0.553571,8
0.304406,0.495425,0.570738,0.614252,0.627346,0.701718,0.551645,0.58728,0.690763,0.636082,0.304406,0.39244,0.513683,0.441702,0.554652,0.55534,0.46896,0.565371,0.618215,0.536133,0.304406,0.416667,0.45887,0.439142,0.521655,0.601483,0.411129,0.502538,0.5479,0.472545,0.304406,0.529243,0.59989,0.567549,0.645018,0.62226,0.566642,0.678544,0.687793,0.61369,8
0.319245,0.536601,0.617896,0.503534,0.575067,0.582818,0.448932,0.545332,0.591031,0.600744,0.319245,0.394502,0.451539,0.401702,0.470641,0.496117,0.385067,0.436396,0.467341,0.407041,0.319245,0.425439,0.380526,0.472386,0.492566,0.55563,0.45705,0.497462,0.5479,0.455121,0.319245,0.432339,0.402854,0.463788,0.41845,0.394604,0.475056,0.440744,0.426448,0.382143,8
0.145234,0.356863,0.457678,0.370436,0.479893,0.523024,0.305251,0.431664,0.453815,0.386237,0.145234,0.221306,0.375143,0.234894,0.388437,0.450485,0.20302,0.336572,0.390984,0.342187,0.145234,0.257127,0.340235,0.287936,0.388494,0.471342,0.237169,0.341371,0.396325,0.326294,0.145234,0.294151,0.367728,0.317549,0.4,0.379427,0.323157,0.436096,0.451487,0.399405,8
0.192446,0.503268,0.538089,0.510601,0.592493,0.633677,0.412579,0.563599,0.619813,0.516429,0.192446,0.360825,0.433295,0.37617,0.467931,0.448544,0.365772,0.469081,0.49126,0.43113,0.192446,0.351974,0.428651,0.403217,0.519069,0.557653,0.351162,0.468274,0.526247,0.44245,0.192446,0.40367,0.526894,0.435237,0.552768,0.503373,0.456441,0.60883,0.571205,0.525,8
0.41232,0.752288,0.700726,0.704947,0.718499,0.773883,0.573572,0.673207,0.720214,0.618103,0.41232,0.563574,0.648803,0.591489,0.657633,0.667961,0.580537,0.637809,0.664213,0.602841,0.41232,0.506579,0.372132,0.544236,0.539108,0.579231,0.518098,0.520305,0.551837,0.406547,0.41232,0.484518,0.488474,0.468663,0.486347,0.358347,0.550261,0.545314,0.523474,0.4625,8
0.218975,0.492157,0.516929,0.558893,0.598525,0.628866,0.480669,0.562923,0.646586,0.555487,0.218975,0.364948,0.507412,0.404255,0.542909,0.523301,0.443792,0.54417,0.582337,0.523162,0.218975,0.360197,0.373251,0.405362,0.49903,0.579231,0.382496,0.473985,0.520997,0.400739,0.218975,0.428326,0.508233,0.449164,0.515867,0.478921,0.4758,0.575523,0.576682,0.549405,8
0.130845,0.40719,0.46312,0.462898,0.520107,0.591065,0.381997,0.466847,0.554217,0.475511,0.130845,0.239175,0.397948,0.273191,0.401084,0.441748,0.278523,0.394876,0.447102,0.415071,0.130845,0.26261,0.351987,0.325469,0.43245,0.506406,0.269584,0.383883,0.454068,0.373284,0.130845,0.330849,0.422613,0.360028,0.436162,0.410624,0.377513,0.476375,0.489045,0.46369,8
0.118255,0.360131,0.462515,0.40106,0.495308,0.549141,0.3191,0.467524,0.513387,0.473652,0.118255,0.246735,0.36545,0.274894,0.389341,0.405825,0.262584,0.382509,0.413063,0.376158,0.118255,0.256031,0.367655,0.308311,0.43956,0.495617,0.269044,0.389594,0.430446,0.36114,0.118255,0.294151,0.412184,0.340529,0.450185,0.455312,0.343261,0.476375,0.495305,0.440476,8
0.13759,0.436601,0.551995,0.474676,0.568365,0.654983,0.388921,0.528417,0.598394,0.541847,0.13759,0.284536,0.468643,0.322553,0.485095,0.527184,0.328859,0.484982,0.547378,0.514515,0.13759,0.283991,0.412423,0.331903,0.478345,0.55563,0.28309,0.420685,0.480971,0.401267,0.13759,0.340023,0.442371,0.375348,0.457565,0.430017,0.40134,0.503486,0.514085,0.467262,8
0.221223,0.498039,0.481862,0.531802,0.556971,0.63299,0.420081,0.494587,0.588353,0.441414,0.221223,0.333333,0.447548,0.377872,0.470641,0.499029,0.376678,0.465548,0.5023,0.431748,0.221223,0.349232,0.400112,0.394638,0.489334,0.553608,0.380875,0.477157,0.531496,0.471489,0.221223,0.397936,0.492865,0.447772,0.507749,0.485666,0.478034,0.548412,0.543818,0.49881,8
0.388489,0.561438,0.649335,0.680212,0.715818,0.742955,0.652048,0.671854,0.766399,0.724737,0.388489,0.475601,0.563854,0.499574,0.597109,0.53301,0.555369,0.628092,0.657774,0.575664,0.388489,0.486294,0.534415,0.501877,0.570136,0.639245,0.491086,0.571066,0.60958,0.561774,0.388489,0.603784,0.672887,0.638579,0.715129,0.722597,0.620998,0.742835,0.762128,0.68631,8
0.246403,0.45098,0.529625,0.464075,0.513405,0.543643,0.423543,0.488498,0.541499,0.539988,0.246403,0.338832,0.371152,0.350638,0.401084,0.364078,0.357383,0.39841,0.416743,0.358246,0.246403,0.372807,0.307778,0.425201,0.443439,0.498989,0.399244,0.437183,0.492126,0.392291,0.246403,0.385321,0.386389,0.388579,0.402952,0.34317,0.38347,0.422928,0.410798,0.361905,8
0.255396,0.575163,0.623942,0.573616,0.66555,0.674914,0.444316,0.607578,0.657965,0.559206,0.255396,0.427491,0.465222,0.460426,0.523035,0.48835,0.441275,0.517668,0.533579,0.452131,0.255396,0.397478,0.438165,0.450402,0.53329,0.554282,0.408428,0.489848,0.535433,0.435586,0.255396,0.446101,0.548847,0.491643,0.57417,0.524452,0.538347,0.632843,0.597809,0.542262,8
0.194694,0.460784,0.518742,0.469376,0.546917,0.608935,0.390075,0.518945,0.574297,0.473032,0.194694,0.284536,0.431585,0.304681,0.449864,0.495146,0.286074,0.425795,0.477461,0.409512,0.194694,0.316338,0.408506,0.358177,0.486102,0.547539,0.323609,0.433376,0.484252,0.436114,0.194694,0.358372,0.482437,0.367688,0.476753,0.482293,0.381981,0.501936,0.517997,0.506548,8
0.206835,0.451634,0.580411,0.506478,0.565013,0.595876,0.459319,0.543978,0.600402,0.601364,0.206835,0.34433,0.489738,0.334468,0.499548,0.454369,0.345638,0.501767,0.521619,0.475602,0.206835,0.315241,0.407387,0.326005,0.4415,0.491571,0.292274,0.402919,0.431102,0.393347,0.206835,0.391628,0.491767,0.410864,0.491513,0.472175,0.405808,0.519752,0.531299,0.48631,8
0.181655,0.435294,0.547158,0.462898,0.558981,0.63299,0.385459,0.518268,0.598394,0.527588,0.181655,0.294158,0.449829,0.314894,0.469738,0.476699,0.318792,0.458481,0.4931,0.441631,0.181655,0.294956,0.336877,0.337802,0.417582,0.471342,0.315505,0.397208,0.439633,0.390707,0.181655,0.350344,0.460483,0.368384,0.488561,0.451939,0.38347,0.516654,0.519562,0.455357,8
0.419964,0.794118,0.744861,0.733804,0.787534,0.824055,0.571264,0.742219,0.779786,0.650341,0.419964,0.598625,0.625998,0.641702,0.65402,0.634951,0.607383,0.644876,0.635695,0.552193,0.419964,0.480811,0.331841,0.504558,0.46671,0.478759,0.493787,0.463198,0.475066,0.36906,0.419964,0.512041,0.468167,0.505571,0.478967,0.348229,0.573343,0.529047,0.484351,0.409524,8
0.176709,0.382353,0.443168,0.404005,0.47252,0.519588,0.335257,0.429635,0.461178,0.409795,0.176709,0.263918,0.406499,0.289362,0.431798,0.485437,0.254195,0.378975,0.420423,0.366893,0.176709,0.295504,0.364857,0.33244,0.431157,0.515846,0.273906,0.379442,0.442257,0.353749,0.176709,0.321674,0.413831,0.349582,0.439114,0.434233,0.342517,0.464756,0.485915,0.430357,8
0.321493,0.537255,0.640266,0.57715,0.645442,0.709278,0.509521,0.620433,0.686747,0.708617,0.321493,0.424055,0.515964,0.506383,0.591689,0.640777,0.526007,0.581272,0.628335,0.54231,0.321493,0.458333,0.349748,0.517426,0.541047,0.631827,0.507293,0.555203,0.616798,0.475185,0.321493,0.452982,0.431394,0.483983,0.446494,0.413997,0.501862,0.481797,0.473396,0.421429,8
0.226169,0.41634,0.451028,0.531213,0.532172,0.637801,0.436815,0.453315,0.60241,0.481091,0.226169,0.259794,0.449259,0.298723,0.429088,0.501942,0.314597,0.415194,0.5069,0.480544,0.226169,0.314145,0.373251,0.359249,0.442793,0.533378,0.330092,0.397208,0.4521,0.37962,0.226169,0.421445,0.503293,0.451253,0.533579,0.480607,0.448995,0.552285,0.547731,0.469643,8
0.13804,0.473203,0.506651,0.493522,0.566354,0.614433,0.407963,0.533153,0.593039,0.480471,0.13804,0.292784,0.395097,0.322553,0.436314,0.42233,0.32047,0.441696,0.474701,0.407041,0.13804,0.271382,0.315613,0.320643,0.392372,0.451787,0.281469,0.354695,0.405512,0.325766,0.13804,0.33945,0.423161,0.373955,0.450185,0.406408,0.409531,0.489543,0.497653,0.460119,8
0.171313,0.460784,0.599154,0.47821,0.563003,0.635739,0.379688,0.520298,0.608434,0.547427,0.171313,0.29622,0.450969,0.332766,0.475158,0.503883,0.317953,0.468198,0.50598,0.455219,0.171313,0.288377,0.335758,0.337265,0.427279,0.491571,0.314425,0.412437,0.461286,0.395987,0.171313,0.330275,0.405598,0.360028,0.416974,0.395447,0.386448,0.463207,0.477308,0.441071,8
0.446493,0.824837,0.775695,0.804476,0.827748,0.887285,0.705713,0.847767,0.85743,0.781153,0.446493,0.619244,0.675599,0.691915,0.682927,0.717476,0.714765,0.719965,0.700092,0.641754,0.446493,0.502193,0.344712,0.548525,0.500323,0.534727,0.544571,0.498096,0.515748,0.380148,0.446493,0.571674,0.520856,0.574513,0.543911,0.424115,0.65376,0.599535,0.553208,0.47381,8
0.135342,0.40915,0.512696,0.46172,0.540214,0.635739,0.363531,0.489851,0.597724,0.50589,0.135342,0.257045,0.372292,0.306383,0.439928,0.456311,0.300336,0.434629,0.50414,0.41013,0.135342,0.247259,0.301063,0.29437,0.385908,0.462576,0.26094,0.353426,0.402231,0.352693,0.135342,0.34117,0.397914,0.35376,0.43321,0.401349,0.380491,0.482572,0.510955,0.467262,8
0.163219,0.45098,0.456469,0.464075,0.535523,0.593814,0.351414,0.452639,0.522758,0.393676,0.163219,0.349828,0.521665,0.349787,0.515808,0.529126,0.35151,0.515901,0.548298,0.518839,0.163219,0.336623,0.459989,0.409115,0.548804,0.625084,0.351702,0.496193,0.562992,0.482577,0.163219,0.350344,0.453897,0.38649,0.462731,0.482293,0.410276,0.512781,0.525822,0.52381,8
0.161421,0.492157,0.529625,0.521201,0.602547,0.645361,0.42412,0.552097,0.617135,0.49969,0.161421,0.325086,0.40821,0.378723,0.467931,0.468932,0.372483,0.476148,0.514259,0.43113,0.161421,0.279057,0.326805,0.334584,0.41629,0.490897,0.300378,0.377538,0.431759,0.349525,0.161421,0.353211,0.40944,0.392061,0.434686,0.389545,0.416232,0.474051,0.467919,0.429167,8
0.3125,0.605882,0.700726,0.599529,0.682306,0.716838,0.531448,0.67659,0.710843,0.654681,0.3125,0.474227,0.603193,0.54383,0.665763,0.719417,0.544463,0.652827,0.711132,0.617048,0.3125,0.464364,0.429771,0.504021,0.55139,0.616993,0.474338,0.557741,0.595801,0.471489,0.3125,0.474771,0.416026,0.497214,0.452399,0.382799,0.52271,0.507359,0.489045,0.424405,8
0.154676,0.396732,0.496372,0.465253,0.571046,0.630241,0.396999,0.506766,0.580321,0.50651,0.154676,0.280412,0.529076,0.314043,0.555556,0.571845,0.332215,0.55477,0.599816,0.549722,0.154676,0.274123,0.364298,0.324933,0.424047,0.487525,0.270665,0.374365,0.432415,0.38226,0.154676,0.34461,0.460483,0.36351,0.475277,0.450253,0.370067,0.493416,0.504695,0.457738,8
0.160522,0.429412,0.426844,0.458186,0.510724,0.606873,0.347952,0.435724,0.550201,0.393056,0.160522,0.337457,0.49829,0.348936,0.502258,0.515534,0.348993,0.499117,0.540938,0.493515,0.160522,0.316338,0.442641,0.391421,0.521655,0.598786,0.343598,0.46764,0.534121,0.470961,0.160522,0.340023,0.456092,0.376045,0.462731,0.461214,0.399106,0.50426,0.510172,0.502381,8
0.166817,0.472549,0.452842,0.510601,0.536863,0.628179,0.396999,0.486468,0.580321,0.404216,0.166817,0.309278,0.45667,0.342128,0.477868,0.476699,0.340604,0.483216,0.515179,0.452131,0.166817,0.32511,0.406827,0.391421,0.498384,0.567768,0.351702,0.468274,0.528871,0.441394,0.166817,0.354358,0.480241,0.405989,0.492251,0.484823,0.455696,0.546088,0.556338,0.536905,8
0.686151,0.721569,0.67896,0.705536,0.716488,0.722337,0.6809,0.692828,0.689424,0.66956,0.686151,0.700344,0.745724,0.649362,0.727191,0.797087,0.604027,0.652827,0.668813,0.591723,0.686151,0.683114,0.651931,0.689544,0.693601,0.786244,0.693679,0.689721,0.707349,0.624604,0.686151,0.75,0.868825,0.725627,0.825092,0.893761,0.679077,0.774593,0.762911,0.704167,8
0.360162,0.494118,0.421403,0.550648,0.536193,0.587629,0.526832,0.518268,0.568273,0.486671,0.360162,0.428179,0.481186,0.406809,0.478771,0.461165,0.393456,0.469081,0.49862,0.405188,0.360162,0.4375,0.434247,0.447721,0.514544,0.57114,0.415451,0.471447,0.511811,0.411827,0.360162,0.502867,0.617453,0.490251,0.583764,0.589376,0.469099,0.586367,0.589984,0.559524,8
0.236511,0.443791,0.533253,0.466431,0.532842,0.570447,0.384305,0.496617,0.548193,0.520769,0.236511,0.395876,0.492018,0.435745,0.542005,0.52233,0.431208,0.54417,0.568537,0.478073,0.236511,0.428728,0.436486,0.453083,0.547511,0.583277,0.409508,0.531726,0.538058,0.413939,0.236511,0.40883,0.48079,0.451253,0.519557,0.484823,0.463887,0.563904,0.561033,0.490476,8
0.157374,0.462092,0.504232,0.514723,0.575067,0.646735,0.401039,0.510149,0.605756,0.483571,0.157374,0.351203,0.505131,0.381277,0.520325,0.491262,0.399329,0.545053,0.580497,0.535516,0.157374,0.313596,0.404029,0.379625,0.495798,0.565745,0.328471,0.44099,0.509186,0.445618,0.157374,0.336009,0.470911,0.371866,0.493727,0.485666,0.39166,0.5244,0.535211,0.4875,8
0.126799,0.407843,0.478839,0.45583,0.516756,0.589003,0.353722,0.452639,0.556225,0.460012,0.126799,0.307904,0.469783,0.330213,0.486902,0.448544,0.34396,0.491166,0.522539,0.483014,0.126799,0.277961,0.415781,0.347989,0.474467,0.542144,0.289573,0.420051,0.485564,0.434002,0.126799,0.299885,0.451153,0.344708,0.476753,0.478078,0.347729,0.491867,0.504695,0.458929,8
0.152878,0.437255,0.496372,0.469376,0.536863,0.58488,0.389498,0.487821,0.537483,0.469312,0.152878,0.292096,0.459521,0.325106,0.478771,0.498058,0.325503,0.468198,0.4977,0.458925,0.152878,0.327851,0.397874,0.382306,0.499677,0.577208,0.339816,0.460025,0.507874,0.382788,0.152878,0.369266,0.489572,0.398329,0.505535,0.44688,0.433358,0.556933,0.554773,0.517857,8
0.216727,0.533333,0.581016,0.550059,0.643432,0.659794,0.451241,0.596752,0.647256,0.562926,0.216727,0.388316,0.486887,0.414468,0.551942,0.546602,0.410235,0.532686,0.568537,0.493515,0.216727,0.370614,0.438165,0.427882,0.533937,0.573837,0.384657,0.483503,0.540026,0.460401,0.216727,0.424885,0.555982,0.447075,0.556458,0.509275,0.489948,0.625097,0.590767,0.572024,8
0.188849,0.535948,0.556227,0.544759,0.607909,0.652921,0.404501,0.556834,0.605087,0.479231,0.188849,0.355326,0.5,0.38383,0.556459,0.547573,0.370805,0.553887,0.588776,0.505868,0.188849,0.341557,0.385003,0.393029,0.47576,0.53203,0.351702,0.444797,0.507218,0.407075,0.188849,0.369266,0.49506,0.408078,0.495203,0.44941,0.46761,0.55306,0.549296,0.529167,8
0.509892,0.786275,0.660822,0.718492,0.700402,0.692784,0.616849,0.671854,0.686747,0.573466,0.509892,0.652921,0.583808,0.68,0.661247,0.612621,0.647651,0.634276,0.632935,0.495985,0.509892,0.59375,0.431449,0.613405,0.58565,0.62913,0.596434,0.581853,0.605643,0.437698,0.509892,0.596904,0.54775,0.589833,0.567528,0.437605,0.625465,0.598761,0.540689,0.438095,8
0.120504,0.444444,0.56711,0.492933,0.591823,0.664605,0.396422,0.544655,0.631861,0.541847,0.120504,0.244674,0.440137,0.288511,0.467931,0.526214,0.284396,0.452297,0.522539,0.464484,0.120504,0.252193,0.357023,0.302949,0.435036,0.521241,0.264722,0.389594,0.444226,0.388596,0.120504,0.338876,0.427003,0.38649,0.472325,0.424958,0.419211,0.527498,0.541471,0.490476,8
0.158273,0.407843,0.438936,0.428151,0.518767,0.595876,0.338142,0.456698,0.516734,0.365778,0.158273,0.243986,0.397948,0.271489,0.434508,0.468932,0.25,0.399293,0.442502,0.376158,0.158273,0.269737,0.337997,0.314209,0.416936,0.49292,0.276067,0.376904,0.426509,0.364836,0.158273,0.308486,0.378705,0.341922,0.41845,0.411467,0.358898,0.449264,0.482786,0.441667,8
0.266187,0.437908,0.408706,0.505889,0.538874,0.601375,0.452395,0.466847,0.554886,0.461872,0.266187,0.313402,0.45496,0.304681,0.461608,0.479612,0.310403,0.440813,0.518859,0.44719,0.266187,0.338816,0.398433,0.358177,0.451842,0.513823,0.319827,0.40165,0.444226,0.371172,0.266187,0.424312,0.504391,0.439415,0.495203,0.515177,0.405808,0.491092,0.524257,0.483333,8
0.315647,0.537255,0.558041,0.524735,0.550938,0.589691,0.473745,0.538566,0.589023,0.581525,0.315647,0.424742,0.450399,0.448511,0.504065,0.496117,0.443792,0.485866,0.50046,0.420012,0.315647,0.428728,0.355904,0.491689,0.511312,0.587997,0.479741,0.514594,0.577428,0.465681,0.315647,0.43922,0.418771,0.458914,0.461255,0.403879,0.466865,0.488768,0.481221,0.425,8
0.206385,0.469935,0.553204,0.477621,0.571046,0.593127,0.420658,0.560217,0.587684,0.531308,0.206385,0.371134,0.515393,0.398298,0.545619,0.537864,0.388423,0.541519,0.551058,0.497838,0.206385,0.390899,0.452154,0.447721,0.56044,0.605529,0.411669,0.537437,0.57874,0.491024,0.206385,0.40539,0.491218,0.415738,0.488561,0.439292,0.471333,0.564679,0.549296,0.518452,8
0.144335,0.396078,0.547763,0.425206,0.514075,0.597251,0.357184,0.493911,0.564926,0.527588,0.144335,0.261856,0.386545,0.297021,0.427281,0.449515,0.286913,0.410777,0.462741,0.403953,0.144335,0.25932,0.36094,0.308847,0.428571,0.505732,0.278768,0.396574,0.4521,0.400739,0.144335,0.305619,0.396268,0.360724,0.436162,0.427487,0.363366,0.468629,0.474961,0.406548,8
0.443795,0.693464,0.663241,0.71967,0.742627,0.790378,0.640508,0.718539,0.768407,0.729076,0.443795,0.549141,0.576967,0.654468,0.663053,0.72233,0.685403,0.673145,0.714811,0.609018,0.443795,0.541667,0.38892,0.592493,0.571429,0.631153,0.58725,0.59835,0.655512,0.530623,0.443795,0.547592,0.472009,0.578691,0.515867,0.438449,0.603872,0.557707,0.528169,0.460714,8
0.629946,0.920261,0.726723,0.833922,0.796247,0.793814,0.656665,0.695535,0.752343,0.566026,0.629946,0.764261,0.697834,0.771064,0.741644,0.68932,0.727349,0.701413,0.672493,0.536751,0.629946,0.681469,0.487969,0.664879,0.621202,0.619016,0.681253,0.651015,0.627953,0.498416,0.629946,0.668005,0.571899,0.658774,0.579336,0.441821,0.688012,0.613478,0.552426,0.456548,8
0.441996,0.658824,0.579807,0.665489,0.617962,0.654296,0.635314,0.606901,0.647256,0.560446,0.441996,0.535395,0.515964,0.545532,0.504065,0.459223,0.556208,0.482332,0.461822,0.401482,0.441996,0.535636,0.510353,0.561394,0.612799,0.633176,0.558617,0.602157,0.612861,0.525343,0.441996,0.594037,0.583974,0.607939,0.588192,0.554806,0.613552,0.623548,0.594679,0.532738,8
0.478417,0.69281,0.576179,0.6649,0.621984,0.643299,0.614541,0.604871,0.636546,0.602604,0.478417,0.59244,0.562714,0.628936,0.634146,0.602913,0.61745,0.602473,0.586017,0.468808,0.478417,0.555921,0.420257,0.608043,0.582418,0.617667,0.622366,0.611041,0.647638,0.521119,0.478417,0.573968,0.511526,0.571727,0.529889,0.44688,0.566642,0.547637,0.501565,0.431548,8
0.349371,0.49281,0.380895,0.504711,0.492627,0.527835,0.487594,0.472936,0.54083,0.448233,0.349371,0.410309,0.484607,0.385532,0.469738,0.438835,0.389262,0.471731,0.49678,0.418159,0.349371,0.432018,0.456072,0.479357,0.554622,0.611598,0.45705,0.523477,0.572178,0.484688,0.349371,0.480505,0.564764,0.481198,0.535055,0.545531,0.475056,0.546088,0.549296,0.519048,8
0.520234,0.8,0.730955,0.737338,0.779491,0.846735,0.592037,0.702977,0.778447,0.6708,0.520234,0.650172,0.648803,0.673191,0.674797,0.695146,0.628356,0.635159,0.635695,0.539839,0.520234,0.569079,0.398433,0.574799,0.503555,0.506406,0.591032,0.528553,0.501969,0.380148,0.520234,0.583142,0.543908,0.564763,0.537269,0.403035,0.59866,0.57165,0.521127,0.424405,8
0.113759,0.403268,0.556832,0.460542,0.563673,0.616495,0.360646,0.502706,0.595716,0.526968,0.113759,0.261856,0.447548,0.30383,0.470641,0.485437,0.322148,0.478799,0.521619,0.48672,0.113759,0.25932,0.34695,0.32118,0.434389,0.501011,0.284711,0.392766,0.454068,0.400211,0.113759,0.306193,0.406696,0.35376,0.42583,0.413997,0.379002,0.469404,0.494523,0.458333,8
0.105665,0.383007,0.563482,0.45053,0.558981,0.641924,0.362377,0.514208,0.601071,0.559206,0.105665,0.221993,0.403649,0.26383,0.437218,0.478641,0.254195,0.415194,0.478381,0.426807,0.105665,0.21875,0.327924,0.268097,0.378151,0.442347,0.223663,0.334391,0.395013,0.370644,0.105665,0.304472,0.452799,0.346797,0.470111,0.44941,0.357409,0.508908,0.514867,0.471429,8
0.173561,0.450327,0.435308,0.470554,0.519437,0.619244,0.364108,0.432341,0.533467,0.371978,0.173561,0.360825,0.5,0.369362,0.507678,0.508738,0.365772,0.507067,0.541858,0.492279,0.173561,0.339912,0.457191,0.409115,0.539108,0.598786,0.354943,0.485406,0.541995,0.466737,0.173561,0.34805,0.453348,0.379526,0.451661,0.455312,0.40134,0.492641,0.492175,0.491071,8
0.130396,0.451634,0.510883,0.489988,0.579759,0.654983,0.389498,0.491204,0.580321,0.460632,0.130396,0.266667,0.485177,0.300426,0.493225,0.532039,0.301174,0.491166,0.549218,0.495985,0.130396,0.279057,0.378847,0.329223,0.465417,0.54619,0.291734,0.413706,0.462598,0.404963,0.130396,0.338303,0.452799,0.36351,0.473801,0.419899,0.408786,0.522851,0.537559,0.502381,8
0.168615,0.386928,0.451028,0.398704,0.502681,0.562887,0.330063,0.449932,0.492637,0.391816,0.168615,0.25567,0.385405,0.282553,0.424571,0.466019,0.259228,0.378975,0.426863,0.358863,0.168615,0.280154,0.339675,0.307775,0.401422,0.467296,0.272825,0.370558,0.414042,0.348997,0.168615,0.298739,0.388035,0.334958,0.434686,0.438449,0.337305,0.457785,0.485133,0.425,8
0.245054,0.371895,0.434099,0.393993,0.454424,0.519588,0.354299,0.412043,0.474565,0.438314,0.245054,0.298969,0.492588,0.297021,0.499548,0.614563,0.265101,0.432862,0.49862,0.446572,0.245054,0.332237,0.401231,0.347989,0.455074,0.54147,0.286872,0.397208,0.451444,0.36906,0.245054,0.360665,0.46213,0.359331,0.467897,0.453626,0.355175,0.482572,0.510172,0.469643,8
0.176709,0.488889,0.46977,0.535336,0.575737,0.65567,0.418927,0.491881,0.60241,0.449473,0.176709,0.373883,0.505131,0.388085,0.514002,0.479612,0.420302,0.541519,0.587856,0.53181,0.176709,0.32511,0.424175,0.394102,0.502909,0.561699,0.351702,0.451142,0.501969,0.441394,0.176709,0.337729,0.454446,0.387187,0.495203,0.485666,0.402829,0.516654,0.522692,0.480952,8
0.226619,0.453595,0.542322,0.484688,0.561662,0.589003,0.398731,0.513532,0.559572,0.50279,0.226619,0.395876,0.493729,0.450213,0.551039,0.529126,0.442114,0.542403,0.560258,0.46572,0.226619,0.405702,0.398433,0.434853,0.502909,0.547539,0.386278,0.488579,0.512467,0.399683,0.226619,0.388188,0.433041,0.415738,0.456827,0.413153,0.416977,0.493416,0.49061,0.424405,8
