@relation page-blocks-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Height numeric
@attribute Lenght numeric
@attribute Area numeric
@attribute Eccen numeric
@attribute P_black numeric
@attribute P_and numeric
@attribute Mean_tr numeric
@attribute Blackpix numeric
@attribute Blackand numeric
@attribute Wb_trans numeric
@attribute Class {1,2,3,4,5}

@data
0.009963,0,0.000014,0.000194,1,1,0.001615,0.000242,0.000043,0,4
0.001245,0.092391,0.000674,0.048405,0.188819,0.497868,0.000101,0.000697,0.001041,0.004671,2
0,0.289855,0.00107,0.299805,0.377637,1,0.000004,0.001969,0.003339,0.019931,2
0.195517,0.300725,0.183205,0.001955,0.113924,0.228145,0.001461,0.127575,0.157655,0.158829,5
0.009963,0.326087,0.011265,0.037438,0.174051,0.638593,0.000133,0.010692,0.023197,0.066023,1
0.008717,0.54529,0.016731,0.070286,0.167722,0.712154,0.000087,0.015417,0.03807,0.110557,1
0.009963,0.532609,0.018391,0.061027,0.156118,0.529851,0.000101,0.016053,0.031999,0.109935,1
0.008717,0.074275,0.002285,0.009764,0.231013,0.80064,0.000109,0.002726,0.005767,0.018063,1
0.011208,0.474638,0.018217,0.048963,0.160338,0.561834,0.000109,0.016235,0.033452,0.108066,1
0.008717,0.557971,0.01712,0.071915,0.14135,0.620469,0.000083,0.013872,0.034384,0.100903,1
0.008717,0.193841,0.005952,0.025127,0.151899,0.665245,0.000069,0.005088,0.012704,0.038929,1
0.007472,0.076087,0.002042,0.011427,0.17616,0.981876,0.000055,0.001969,0.006265,0.015883,1
0.007472,0.061594,0.001653,0.009298,0.14346,0.839019,0.000042,0.001363,0.004358,0.011523,1
0,0.038043,0.000104,0.040956,0.568565,1,0.000323,0.000363,0.000325,0.001246,1
0.006227,0.021739,0.000493,0.004022,0.188819,0.453092,0.000404,0.000515,0.000672,0.001557,1
0.009963,0.240942,0.008327,0.027714,0.172996,0.658849,0.000131,0.007845,0.017626,0.048894,1
0.012453,0.085145,0.003618,0.008114,0.195148,0.34968,0.001282,0.003756,0.004314,0.004983,5
0.009963,0.57971,0.020016,0.066407,0.107595,0.523454,0.000065,0.013478,0.034471,0.105263,1
0.008717,0.201087,0.006174,0.026058,0.124473,0.771855,0.000055,0.004574,0.015111,0.03706,1
0.007472,0.115942,0.003111,0.01728,0.171941,0.784648,0.000077,0.002938,0.007718,0.0218,1
0.007472,0.320652,0.008605,0.047341,0.200422,0.78145,0.000083,0.009087,0.021311,0.066023,1
0.009963,0.483696,0.016703,0.05544,0.084388,0.503198,0.000048,0.009632,0.027772,0.080037,1
0.007472,0.134058,0.003598,0.019939,0.109705,0.742004,0.000057,0.002453,0.008477,0.01962,1
0.009963,0.416667,0.01439,0.047785,0.151899,0.613006,0.000099,0.012297,0.028552,0.08502,1
0.004981,0.012681,0.000229,0.002967,0.287975,0.89339,0.000127,0.000363,0.000629,0.00218,1
0.007472,0.152174,0.004084,0.0226,0.147679,0.860341,0.000061,0.003423,0.011057,0.027094,1
0.007472,0.125,0.003354,0.018609,0.336498,0.969083,0.000182,0.005482,0.010168,0.029586,1
0,0.126812,0.000444,0.132205,0.494726,1,0.000264,0.00109,0.001388,0.004671,2
0,0.03442,0.00009,0.037231,0.525316,1,0.000077,0.000303,0.000282,0.00218,2
0,0.309783,0.001146,0.320289,0.435654,1,0.000008,0.002393,0.003577,0.023669,2
0.007472,0.164855,0.004424,0.024462,0.271097,0.889126,0.000178,0.005997,0.012357,0.0327,1
0.007472,0.17029,0.00457,0.025259,0.227848,0.924307,0.000113,0.005361,0.013246,0.035192,1
0.007472,0.153986,0.004132,0.022866,0.241561,0.955224,0.000111,0.005088,0.012357,0.033634,1
0.007472,0.106884,0.002868,0.015948,0.246835,0.878465,0.000101,0.003604,0.007913,0.024603,1
0.008717,0.161232,0.004952,0.020937,0.163502,0.720682,0.000109,0.004483,0.01136,0.029897,1
0,0.190217,0.000688,0.197382,0.402954,1,0.000004,0.001363,0.002146,0.013703,2
0,0.519928,0.001952,0.536307,0.392405,1,0.000004,0.003665,0.006092,0.03706,2
0.007472,0.132246,0.003549,0.019673,0.113924,0.818763,0.000024,0.002484,0.009171,0.022734,1
0.004981,0.032609,0.000611,0.007063,0.167722,0.764392,0.000067,0.000575,0.001453,0.00436,1
0.006227,0.190217,0.004368,0.032887,0.081224,0.824094,0.000028,0.002453,0.01136,0.022111,1
0.008717,0.625,0.019175,0.080528,0.097046,0.553305,0.000063,0.012024,0.034688,0.094363,1
0.006227,0.242754,0.005577,0.041887,0.166667,0.71855,0.000075,0.005119,0.012769,0.038306,1
0.007472,0.625,0.016772,0.092035,0.127637,0.697228,0.000046,0.01263,0.037419,0.105886,1
0.007472,0.242754,0.006515,0.035902,0.065401,0.496802,0.000018,0.003241,0.010666,0.03052,1
0.006227,0.588768,0.013536,0.101167,0.169831,0.697228,0.000059,0.01257,0.0302,0.10028,1
0.007472,0.242754,0.006515,0.035902,0.158228,0.714286,0.000087,0.005755,0.014851,0.04142,1
0.008717,0.61413,0.018842,0.079131,0.138186,0.71855,0.000083,0.015084,0.043251,0.110246,1
0.007472,0.221014,0.005931,0.032708,0.091772,0.652452,0.000052,0.003604,0.012422,0.029274,1
0.006227,0.032609,0.000743,0.005885,0.139241,0.766525,0.000048,0.000606,0.001778,0.004983,1
0.007472,0.163043,0.004375,0.024196,0.133966,0.803838,0.000048,0.003423,0.011122,0.02834,1
0.008717,0.625,0.019175,0.080528,0.120253,0.637527,0.000071,0.013872,0.039479,0.105263,1
0.007472,0.625,0.016772,0.092035,0.121308,0.687633,0.000038,0.012206,0.036964,0.105263,1
0.008717,0.617754,0.018953,0.079597,0.117089,0.597015,0.000081,0.013448,0.036747,0.098412,1
0.004981,0.112319,0.002139,0.023451,0.166667,0.908316,0.000095,0.001969,0.006092,0.013703,1
0.004981,0.15942,0.003042,0.033135,0.123418,0.698294,0.000028,0.002241,0.006764,0.020243,1
0.007472,0.074275,0.001993,0.01116,0.095992,0.695096,0.000055,0.001242,0.004401,0.009966,1
0.004981,0.019928,0.000368,0.004456,0.156118,0.555437,0.000202,0.000333,0.000607,0.001557,1
0.003736,0.016304,0.000229,0.004643,0.261603,0.626866,0.000404,0.000333,0.000412,0.000934,1
0.023661,0.032609,0.002591,0.001756,0.4673,0.69403,0.002327,0.005664,0.005723,0.00436,1
0.023661,0.052536,0.004118,0.00278,0.401899,0.570362,0.00256,0.007845,0.00761,0.005606,1
0.023661,0.030797,0.002452,0.001663,0.46097,0.555437,0.003746,0.0053,0.004401,0.002491,1
0.023661,0.027174,0.002174,0.001477,0.472574,0.54371,0.005182,0.004816,0.003816,0.001557,1
0.023661,0.056159,0.004396,0.002967,0.398734,0.525586,0.004067,0.008299,0.007545,0.003737,1
0.033624,0.07971,0.008702,0.00298,0.333333,0.509595,0.001385,0.014024,0.01459,0.018063,1
0.022416,0.048913,0.003646,0.002732,0.565401,0.906183,0.00243,0.00945,0.010363,0.007163,1
0,0.012681,0.000007,0.014885,1,1,0.001413,0.000212,0.000022,0,2
0,0.17029,0.000611,0.176898,1,1,0.018975,0.002847,0.001908,0,2
0,0.119565,0.000417,0.124756,0.984177,1,0.013121,0.001969,0.001301,0,2
0,0.016304,0.000021,0.018609,1,1,0.001817,0.000273,0.000065,0,2
0.008717,0.036232,0.001118,0.004875,0.453586,0.815565,0.002523,0.002423,0.002862,0.001557,1
0.008717,0.056159,0.001729,0.007436,0.369198,0.462687,0.006728,0.003089,0.002602,0.000623,1
0.008717,0.07971,0.002452,0.010462,0.464135,0.703625,0.001679,0.005331,0.005485,0.005606,1
0.008717,0.048913,0.001507,0.006505,0.407173,0.462687,0.003755,0.002938,0.002255,0.001246,1
0.007472,0.074275,0.001993,0.01116,0.372363,0.974414,0.000212,0.003574,0.00607,0.017751,1
0.008717,0.038043,0.001174,0.005108,0.364979,0.776119,0.000321,0.00209,0.002862,0.008097,1
0.008717,0.072464,0.002229,0.009531,0.224684,0.590618,0.000273,0.002605,0.004228,0.011211,1
0.006227,0.005435,0.000118,0.001229,0.385021,0.466951,0.000807,0.000273,0.000108,0.000311,1
0.007472,0.016304,0.000438,0.002648,0.261603,0.726013,0.000505,0.000606,0.000976,0.001557,1
0.011208,0.016304,0.000646,0.001849,0.535865,0.904051,0.000606,0.001666,0.001821,0.004049,1
0,0.248188,0.00091,0.256974,1,1,0.027654,0.00415,0.00284,0,2
0.039851,0.324275,0.041205,0.010145,0.194093,0.585288,0.000137,0.042373,0.078481,0.259732,1
0.009963,0.016304,0.000576,0.002056,0.308017,0.502132,0.000581,0.000909,0.000889,0.00218,1
0.019925,0.617754,0.04033,0.037451,0.911392,0.995736,0.005908,0.161346,0.125374,0.0545,2
0.011208,0.119565,0.004605,0.012464,0.25211,0.560768,0.000256,0.005876,0.00839,0.026472,1
0.011208,0.146739,0.005646,0.015257,0.261603,0.820896,0.000212,0.007421,0.014634,0.03706,1
0.029888,0.275362,0.026516,0.011384,0.214135,0.585288,0.000218,0.029561,0.050535,0.14606,1
0.012453,0.018116,0.000792,0.001849,0.511603,0.867804,0.000807,0.001938,0.002146,0.003737,1
0.009963,0.067029,0.002327,0.007849,0.167722,0.531983,0.000252,0.00215,0.004011,0.009654,1
0.009963,0.057971,0.002014,0.006816,0.311181,0.924307,0.000319,0.003089,0.005832,0.012146,1
0.009963,0.01087,0.000389,0.001436,0.313291,0.576759,0.000539,0.000636,0.000672,0.001557,1
0.009963,0.050725,0.001764,0.005987,0.272152,0.665245,0.000228,0.002423,0.003729,0.011523,1
0.008717,0.278986,0.008563,0.036068,0.331224,0.96162,0.000129,0.013721,0.025756,0.085643,1
0.013699,0.206522,0.009536,0.017833,0.21519,0.54371,0.000149,0.010661,0.016975,0.062909,1
0.011208,0.054348,0.002104,0.00576,0.241561,0.579957,0.000198,0.002605,0.003924,0.013391,1
0.011208,0.063406,0.002452,0.006691,0.320675,0.65032,0.000268,0.003847,0.005095,0.016817,1
0.007472,0.014493,0.000389,0.002382,0.413502,0.813433,0.000426,0.000818,0.000976,0.002491,1
0.021171,0.617754,0.042706,0.035369,0.838608,0.890192,0.008575,0.157984,0.119564,0.03706,2
0.013699,0.068841,0.003202,0.006039,0.242616,0.453092,0.000606,0.003968,0.004791,0.009966,1
0.013699,0.048913,0.002285,0.004332,0.224684,0.565032,0.000418,0.002665,0.004163,0.00872,1
0.007472,0,0,0.000253,1,1,0.001211,0.000182,0,0,4
0.012453,0.547101,0.023099,0.051282,0.138186,0.219616,0.000801,0.018476,0.019187,0.037994,1
0.012453,0.007246,0.000333,0.000834,0.636076,0.708955,0.00222,0.00106,0.000715,0.000623,1
0.012453,0.547101,0.023099,0.051282,0.10443,0.147122,0.00131,0.015174,0.014287,0.020554,1
0.012453,0.016304,0.000715,0.00168,0.405063,0.922175,0.000678,0.001424,0.00206,0.003114,1
0.011208,0.217391,0.008355,0.02252,0.227848,0.641791,0.000297,0.009783,0.017279,0.040486,1
0.001245,0.043478,0.000299,0.023265,0.324895,1,0.000706,0.000515,0.000932,0.000934,2
0.001245,0.041667,0.000285,0.022334,0.318565,1,0.000484,0.000485,0.000889,0.001246,2
0.001245,0.036232,0.000243,0.01954,0.421941,1,0.001076,0.000545,0.000759,0.000623,2
0.001245,0.038043,0.000257,0.020471,0.448312,1,0.004037,0.000606,0.000802,0,2
0.016189,0.182971,0.009869,0.013555,0.320675,0.689765,0.000396,0.015386,0.02181,0.053254,1
0.012453,0.018116,0.000792,0.001849,0.398734,0.788913,0.000753,0.001545,0.001951,0.003114,1
0,0.353261,0.001313,0.364982,0.978903,1,0.012717,0.005785,0.004097,0.000623,2
0.012453,0.161232,0.006827,0.015224,0.351266,0.8742,0.000285,0.01151,0.018775,0.048894,1
0.011208,0.016304,0.000646,0.001849,0.546414,0.904051,0.000438,0.001696,0.001821,0.005294,1
0.011208,0,0.000021,0.000173,1,1,0.001817,0.000273,0.000065,0,4
0.008717,0,0.000007,0.00022,1,1,0.001413,0.000212,0.000022,0,4
0.016189,0.175725,0.00948,0.013023,0.270042,0.752665,0.000289,0.012751,0.022699,0.053877,1
0.011208,0.019928,0.000785,0.002222,0.525316,0.866738,0.000749,0.001969,0.002125,0.004049,1
0.001245,0.358696,0.002716,0.185278,0.456751,0.47548,0.006292,0.005815,0.004228,0.001557,2
0.012453,0.186594,0.007897,0.017594,0.360759,0.812367,0.000398,0.01363,0.020292,0.047026,1
0.016189,0.150362,0.008119,0.01116,0.220464,0.598081,0.000264,0.009268,0.015739,0.041109,1
0.011208,0.072464,0.002799,0.007622,0.433544,0.965885,0.000361,0.005724,0.008455,0.020866,1
0.012453,0.246377,0.010418,0.023181,0.279536,0.628998,0.000343,0.014448,0.021138,0.054812,1
0,0.286232,0.001056,0.29608,0.993671,1,0.031692,0.004755,0.003295,0,2
0.012453,0.11413,0.004841,0.010821,0.361814,0.528785,0.000474,0.00839,0.008368,0.025537,1
0.011208,0.036232,0.00141,0.003898,0.427215,0.928571,0.000386,0.002877,0.004097,0.009966,1
0.012453,0.019928,0.000868,0.002019,0.400844,0.652452,0.000682,0.001696,0.001778,0.003737,1
0,0.358696,0.001333,0.370569,0.989451,1,0.039564,0.005937,0.004163,0,2
0.073474,0.101449,0.023704,0.001756,0.43038,0.819829,0.000587,0.047644,0.061484,0.125195,1
0.046077,0.092391,0.013675,0.002534,0.421941,0.905117,0.000503,0.027047,0.038893,0.079415,1
0.046077,0.228261,0.033469,0.006211,0.434599,0.861407,0.000486,0.067755,0.090881,0.204298,1
0.046077,0.172101,0.025287,0.004691,0.399789,0.82516,0.000462,0.047644,0.065993,0.148552,1
0.046077,0.123188,0.018161,0.003369,0.447257,0.828358,0.00066,0.037739,0.047565,0.090626,1
0.043587,0.007246,0.001202,0.000246,0.637131,0.804904,0.001387,0.003544,0.003035,0.00436,1
0.007472,0,0,0.000253,1,1,0.001211,0.000182,0,0,4
0.008717,0.416667,0.012786,0.053759,0.864979,0.8742,0.035931,0.048764,0.035186,0.002491,2
0.016189,0.253623,0.013661,0.018741,0.238397,0.648188,0.00026,0.016598,0.028531,0.074432,1
0.012453,0.019928,0.000868,0.002019,0.472574,0.83049,0.000632,0.001969,0.002255,0.004671,1
0.016189,0.336957,0.018134,0.024861,0.224684,0.442431,0.000264,0.02096,0.026905,0.093117,1
0.012453,0.018116,0.000792,0.001849,0.425105,0.80597,0.000908,0.001636,0.001995,0.002803,1
0,0.125,0.000438,0.130342,1,1,0.013928,0.00209,0.001366,0,2
0,0.023551,0.000049,0.026058,1,1,0.002624,0.000394,0.000152,0,2
0.011208,0.32971,0.012661,0.034066,0.226793,0.660981,0.000135,0.01475,0.026905,0.090937,1
0.009963,0.271739,0.00939,0.031231,0.216245,0.9371,0.000097,0.01054,0.027577,0.073186,1
0.011208,0.306159,0.011758,0.031645,0.220464,0.689765,0.000133,0.013418,0.025994,0.083152,1
0.012453,0.280797,0.011869,0.026397,0.181435,0.690832,0.000105,0.011631,0.026276,0.07848,1
0.011208,0.206522,0.007938,0.021403,0.198312,0.742004,0.000097,0.008329,0.018753,0.057926,1
0.007472,0,0,0.000253,1,1,0.001211,0.000182,0,0,4
0.011208,0.155797,0.005994,0.016188,0.340717,0.748401,0.000248,0.009844,0.014265,0.045157,1
0.011208,0.018116,0.000715,0.002035,0.46308,0.834755,0.000706,0.001605,0.001864,0.003426,1
0.008717,0.04529,0.001396,0.006039,0.254219,0.569296,0.000208,0.001817,0.002537,0.009031,1
0,0.125,0.000438,0.130342,0.939873,1,0.004239,0.001969,0.001366,0.000623,2
0,0.014493,0.000014,0.016747,1,1,0.001615,0.000242,0.000043,0,2
0.016189,0.224638,0.012105,0.016615,0.25,0.716418,0.000244,0.015265,0.027707,0.070694,1
0.009963,0.101449,0.003514,0.01178,0.245781,0.904051,0.000079,0.004392,0.009973,0.032389,1
0.026152,0.375,0.031732,0.017594,0.159283,0.525586,0.000119,0.028077,0.054893,0.181875,1
0.011208,0.083333,0.003216,0.008739,0.452532,0.990405,0.000398,0.006815,0.009951,0.023357,1
0.012453,0.019928,0.000868,0.002019,0.464135,0.733475,0.000672,0.001938,0.001995,0.00436,1
0.012453,0.115942,0.004917,0.010991,0.132911,0.639659,0.000131,0.003816,0.010103,0.023669,1
0.009963,0.07971,0.002764,0.009298,0.267932,0.573561,0.000137,0.003725,0.005116,0.022734,1
0,0.235507,0.000861,0.243938,0.975738,1,0.012717,0.003847,0.002688,0.000311,2
0.012453,0.264493,0.011182,0.024874,0.2827,0.581023,0.000242,0.015659,0.021138,0.072874,1
0.012453,0.019928,0.000868,0.002019,0.472574,0.80597,0.000632,0.001969,0.00219,0.004671,1
0.012453,0.264493,0.011182,0.024874,0.216245,0.745203,0.000117,0.01257,0.026514,0.081906,1
0.012453,0.347826,0.014696,0.03266,0.201477,0.662047,0.000119,0.015598,0.031306,0.100903,1
0,0.027174,0.000063,0.029783,1,1,0.003028,0.000454,0.000195,0,2
0.003736,0.947464,0.014508,0.243938,0.516878,0.576759,0.007987,0.034377,0.027251,0.008409,2
0.007472,0.005435,0.000146,0.00105,0.698312,0.924307,0.001817,0.000575,0.000412,0.000311,1
0.006227,0.17029,0.00391,0.029472,0.261603,0.905117,0.000129,0.005149,0.0111,0.032077,1
0.007472,0.072464,0.001945,0.010894,0.169831,0.787846,0.000073,0.001817,0.004835,0.013703,1
0.004981,0.01087,0.000194,0.002594,0.457806,0.908316,0.001514,0.000485,0.000542,0.000311,1
0.006227,0.01087,0.000243,0.00216,0.32173,0.518124,0.001312,0.000424,0.000347,0.000311,1
0.009963,0.065217,0.002264,0.007643,0.506329,0.907249,0.000448,0.005331,0.006439,0.016817,1
0.001245,0.030797,0.000201,0.016747,0.648734,0.673774,0.004643,0.000697,0.00039,0,2
0.009963,0.059783,0.002077,0.007022,0.2827,0.878465,0.000113,0.002938,0.005723,0.019309,1
0.012453,0.177536,0.007515,0.016747,0.187764,0.574627,0.00023,0.007542,0.014027,0.036126,1
0.011208,0.019928,0.000785,0.002222,0.332278,1,0.000139,0.001302,0.00245,0.007786,1
0.009963,0.019928,0.000701,0.002469,0.424051,1,0.000139,0.001454,0.00219,0.00872,1
0.013699,0.019928,0.000951,0.001849,0.267932,0.977612,0.000139,0.001302,0.002905,0.007786,1
0.009963,0.152174,0.005264,0.017574,0.263713,0.799574,0.000166,0.006966,0.013311,0.03924,1
0.002491,0.208333,0.002368,0.071993,0.320675,0.329424,0.012313,0.003725,0.002645,0.000311,2
0.002491,0.237319,0.002702,0.081925,0.477848,0.528785,0.003835,0.006027,0.004639,0.002803,2
0.011208,0.235507,0.009049,0.024382,0.382911,0.847548,0.000351,0.016416,0.024195,0.061352,1
0.011208,0.067029,0.002591,0.007063,0.353376,0.879531,0.000301,0.004422,0.007154,0.018063,1
0.008717,0.03442,0.001063,0.004643,0.472574,1,0.000355,0.002393,0.003317,0.00872,1
0.009963,0.063406,0.002202,0.007436,0.514768,0.924307,0.000377,0.00527,0.006374,0.018686,1
0.008717,0.072464,0.002229,0.009531,0.328059,0.938166,0.000127,0.003574,0.006547,0.022423,1
0.007472,0.219203,0.005883,0.032444,0.241561,0.601279,0.000147,0.007239,0.011447,0.042977,1
0.011208,0.172101,0.006619,0.017864,0.386076,0.878465,0.000301,0.012115,0.018298,0.049829,1
0.029888,0.126812,0.012279,0.005276,0.191983,0.731343,0.000246,0.01257,0.028639,0.057926,1
0.013699,0.012681,0.000618,0.001229,0.154008,1,0.000224,0.000545,0.001929,0.002491,1
0.011208,0.226449,0.008702,0.023451,0.433544,0.837953,0.000436,0.017658,0.023002,0.057303,1
0.009963,0.07971,0.002764,0.009298,0.411392,0.953092,0.000466,0.005391,0.008238,0.016506,1
0.011208,0.221014,0.008494,0.022892,0.327004,0.880597,0.000402,0.013448,0.023523,0.046092,1
0,0.014493,0.000014,0.016747,0.765823,1,0.001211,0.000182,0.000043,0,1
0.008717,0.001812,0.000063,0.000453,0.53903,0.534115,0.001615,0.000242,0.000043,0,1
0.012453,0.373188,0.015765,0.03503,0.227848,0.704691,0.00017,0.018446,0.035555,0.103083,1
0.009963,0.164855,0.005702,0.019023,0.330169,0.950959,0.000242,0.009117,0.016975,0.042354,1
0,0.273551,0.001007,0.283045,0.812236,1,0.002091,0.003756,0.003144,0.003114,2
0.006227,0.038043,0.000868,0.006816,0.152954,1,0.000382,0.000757,0.00271,0.002491,1
0,0.092391,0.000313,0.096822,0.979958,1,0.010093,0.001514,0.000976,0,2
0.011208,0.141304,0.005438,0.014699,0.351266,0.872068,0.000228,0.009177,0.014916,0.044223,1
0.011208,0.018116,0.000715,0.002035,0.338608,1,0.000117,0.001212,0.002233,0.007786,1
0.009963,0.083333,0.002889,0.009711,0.296414,0.740938,0.000281,0.00424,0.006786,0.018063,1
0.008717,0.047101,0.001452,0.006272,0.175105,0.817697,0.00023,0.001393,0.003729,0.00654,1
0.386052,0.836957,1,0.00276,0.037975,0.104478,0.000591,0.382542,0.500477,1,5
0.009963,0.065217,0.002264,0.007643,0.512658,0.894456,0.000363,0.005391,0.006352,0.01962,1
0.013699,0.181159,0.008369,0.015661,0.253165,0.778252,0.0002,0.010692,0.020661,0.055123,1
0.011208,0.155797,0.005994,0.016188,0.308017,0.894456,0.000256,0.009026,0.016845,0.040797,1
0.011208,0.150362,0.005785,0.01563,0.320675,0.839019,0.000297,0.009026,0.015306,0.037372,1
0.009963,0.007246,0.000264,0.001022,0.695148,0.881663,0.001952,0.000939,0.000715,0.000623,1
0.011208,0.083333,0.003216,0.008739,0.299578,0.603412,0.000254,0.004755,0.006244,0.021489,1
0.009963,0.065217,0.002264,0.007643,0.35654,0.798507,0.000208,0.003907,0.005702,0.01962,1
0.013699,0.152174,0.007035,0.013177,0.266878,0.816631,0.00019,0.009389,0.018168,0.049517,1
0.009963,0.177536,0.006139,0.020471,0.345992,0.925373,0.000186,0.010237,0.017821,0.054812,1
0.009963,0.01087,0.000389,0.001436,0.263713,0.576759,0.000182,0.000545,0.000672,0.002803,1
0.011208,0.177536,0.006827,0.018423,0.444093,0.911514,0.00039,0.014145,0.019533,0.049517,1
0.011208,0.152174,0.005855,0.015816,0.28692,0.653518,0.000252,0.008299,0.012292,0.037683,1
0,0.210145,0.000764,0.217867,0.359705,1,0.000959,0.001363,0.002385,0.00218,2
0.007472,0.01087,0.000292,0.001849,0.290084,0.891258,0.00026,0.000454,0.000802,0.001869,1
0.009963,0.067029,0.002327,0.007849,0.413502,0.891258,0.000345,0.004574,0.006504,0.017129,1
0,0.032609,0.000083,0.035369,0.666667,1,0.000672,0.000363,0.00026,0.000623,2
0.009963,0.038043,0.001327,0.004538,0.280591,0.902985,0.000287,0.001878,0.003751,0.007786,1
0.009963,0.009058,0.000326,0.001229,0.335443,0.900853,0.000303,0.000575,0.000911,0.00218,1
0.009963,0.146739,0.005077,0.016954,0.2827,0.943497,0.000228,0.007118,0.015002,0.034257,1
0.008717,0.177536,0.005452,0.023032,0.315401,0.959488,0.000133,0.00839,0.016368,0.051697,1
0.013699,0.210145,0.009702,0.018144,0.209916,0.610874,0.000174,0.010661,0.019165,0.05886,1
0.011208,0.012681,0.000507,0.001477,0.498945,0.866738,0.001211,0.001242,0.001366,0.001557,1
0.009963,0.072464,0.002514,0.008471,0.339662,0.835821,0.000214,0.00415,0.006612,0.020554,1
0.013699,0.085145,0.003952,0.007436,0.21097,0.738806,0.000143,0.004362,0.009279,0.02616,1
0,0.065217,0.000208,0.068889,0.800633,1,0.001009,0.000878,0.00065,0.001246,2
0,0.081522,0.000271,0.085649,0.197257,1,0.000077,0.000303,0.000846,0.00218,2
0,0.028986,0.000069,0.031645,0.875527,1,0.001312,0.000424,0.000217,0.000311,2
0.009963,0.11413,0.003952,0.013229,0.268987,0.831557,0.0002,0.005331,0.010363,0.027406,1
0.008717,0.096014,0.002952,0.012557,0.314346,0.879531,0.000149,0.004543,0.008152,0.026783,1
0.009963,0.17029,0.005889,0.019645,0.244726,0.839019,0.000184,0.00733,0.015588,0.03924,1
0.009963,0.11413,0.003952,0.013229,0.263713,0.914712,0.000198,0.00524,0.011339,0.027094,1
0.009963,0.047101,0.001639,0.005574,0.310127,0.947761,0.000192,0.002514,0.004856,0.01308,1
0.011208,0.032609,0.001271,0.003525,0.328059,0.826226,0.000295,0.00206,0.003295,0.008409,1
0.009963,0.07971,0.002764,0.009298,0.281646,0.91791,0.000224,0.003877,0.007956,0.018686,1
0,0.061594,0.000194,0.065165,0.849156,1,0.001817,0.000878,0.000607,0.000623,2
0.007472,0.061594,0.001653,0.009298,0.466245,0.895522,0.000317,0.003635,0.004639,0.014326,1
0.011208,0.233696,0.00898,0.024196,0.422996,0.810235,0.000359,0.01781,0.023024,0.065712,1
0.007472,0.009058,0.000243,0.001583,0.296414,0.746269,0.000741,0.000394,0.000542,0.000623,1
0.009963,0.086957,0.003014,0.010125,0.564346,0.958422,0.000428,0.007814,0.00904,0.025537,1
0,0.266304,0.000979,0.275596,0.956751,1,0.009352,0.004271,0.003057,0.000623,2
0.009963,0.177536,0.006139,0.020471,0.455696,0.947761,0.000307,0.013024,0.018211,0.052943,1
0.009963,0.083333,0.002889,0.009711,0.268987,0.863539,0.000208,0.003907,0.007848,0.01962,1
0.017435,0.617754,0.03558,0.042446,0.198312,0.518124,0.000301,0.037285,0.060768,0.153846,1
0.009963,0.221014,0.00764,0.025438,0.35654,0.995736,0.000367,0.013054,0.023761,0.047337,1
0.011208,0.061594,0.002382,0.006505,0.345992,0.817697,0.000206,0.003998,0.006135,0.020243,1
0.014944,0.152174,0.007626,0.012162,0.290084,0.608742,0.000355,0.010904,0.015024,0.040486,1
0.008717,0.13587,0.004174,0.017678,0.446203,0.861407,0.000349,0.008723,0.011317,0.0327,1
0.017435,0.096014,0.005577,0.006691,0.285865,0.668443,0.000293,0.007905,0.011946,0.033012,1
0.017435,0.108696,0.006306,0.007561,0.205696,0.482942,0.000176,0.006815,0.010059,0.037372,1
0.033624,0.246377,0.026593,0.009099,0.224684,0.535181,0.000818,0.030743,0.046742,0.062286,1
0.009963,0.210145,0.007265,0.024196,0.387131,0.943497,0.000299,0.013327,0.021463,0.055123,1
0.009963,0.192029,0.00664,0.022127,0.349156,0.848614,0.000246,0.011146,0.017756,0.051386,1
0.006227,0.161232,0.003702,0.02792,0.259494,0.754797,0.000111,0.004846,0.008867,0.032077,1
0.006227,0.048913,0.001118,0.008678,0.372363,0.791045,0.00017,0.002029,0.002775,0.011211,1
0.007472,0.315217,0.008459,0.046543,0.300633,0.990405,0.000176,0.012479,0.026167,0.068514,1
0.013699,0.103261,0.004785,0.008987,0.306962,0.789979,0.000575,0.007209,0.011967,0.018997,1
0.007472,0.126812,0.003403,0.018875,0.360759,0.955224,0.000176,0.005906,0.010168,0.032389,1
0.006227,0.09058,0.002077,0.015816,0.255274,0.760128,0.000097,0.002696,0.004986,0.018686,1
0.013699,0.143116,0.006619,0.012402,0.28692,0.651386,0.000293,0.009389,0.013853,0.03924,1
0.009963,0.192029,0.00664,0.022127,0.340717,0.851812,0.00019,0.010904,0.017821,0.057614,1
0.006227,0.077899,0.001785,0.013643,0.416667,0.798507,0.000224,0.003544,0.004488,0.017129,1
0.028643,0.210145,0.019453,0.009065,0.311181,0.711087,0.000379,0.029501,0.044248,0.104952,1
0.012453,0.608696,0.025697,0.057038,0.129747,0.613006,0.000242,0.019657,0.051034,0.091872,1
0.008717,0.132246,0.004063,0.017213,0.42616,0.879531,0.000299,0.008148,0.01123,0.033634,1
0.009963,0.076087,0.002639,0.008885,0.35443,0.878465,0.000349,0.004513,0.007284,0.016817,1
0.18929,0.798913,0.469622,0.005367,0.065401,0.163113,0.001064,0.232857,0.315028,0.381813,5
0.013699,0.222826,0.010286,0.019229,0.261603,0.860341,0.000194,0.013509,0.02788,0.070694,1
