@relation contraceptive-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Wife_age numeric
@attribute Wife_education numeric
@attribute Husband_education numeric
@attribute Children numeric
@attribute Wife_religion numeric
@attribute Wife_working numeric
@attribute Husband_occupation numeric
@attribute Standard-of-living numeric
@attribute Media_exposure numeric
@attribute Contraceptive_method {1,2,3}

@data
0.545455,0.666667,0.666667,0.375,1,1,0,1,0,3
0.242424,1,1,0.125,1,0,0.666667,0.666667,0,3
0.151515,0.666667,0.666667,0.0625,0,1,0.666667,0.333333,0,3
0.666667,1,0.666667,0.5625,1,1,0.666667,0.666667,0,3
0.69697,1,1,0.1875,1,0,0,1,0,3
0.575758,0.333333,0.333333,0.375,1,0,0.333333,0.333333,1,3
0.424242,0.333333,0.666667,0.4375,1,1,0.666667,0.666667,0,3
0.030303,0.666667,1,0.0625,1,1,0.666667,0.666667,0,3
0.484848,0.333333,1,0.1875,1,1,0.666667,1,0,3
0.818182,1,1,0.3125,0,1,0,1,0,3
0.454545,0.333333,0.333333,0.25,1,1,0.666667,0.666667,0,3
0.242424,0,0.333333,0.1875,1,1,0.666667,0.333333,0,3
0.30303,0.333333,1,0.1875,1,1,0,0.666667,0,3
0.575758,0.666667,1,0.25,1,0,0,1,0,3
0.909091,0.666667,1,0.25,1,0,0.666667,1,0,3
0.393939,0.333333,0.666667,0.1875,1,1,0.666667,0.666667,0,3
0.151515,0.666667,1,0.0625,1,0,0.666667,1,0,3
0.454545,1,1,0.3125,1,0,0,1,0,3
0.242424,1,1,0.125,1,1,0.666667,0.666667,0,3
0.242424,0.333333,1,0.1875,1,1,0.666667,0.666667,0,3
0.606061,1,1,0.25,1,1,0,0.666667,0,3
0.636364,0.333333,0.666667,0.5625,1,1,0.666667,0.666667,0,3
0.636364,0.666667,0.666667,0.375,1,1,0.666667,0.666667,0,3
0.636364,0.666667,0.666667,0.6875,1,1,0,0.333333,0,3
0.848485,1,1,0.25,0,1,0.333333,0.666667,0,3
0.575758,0.333333,0.666667,0.375,1,1,0.333333,0.666667,0,3
0.272727,1,1,0.1875,1,1,0.666667,0.666667,0,3
0.151515,1,1,0.125,1,1,0.333333,0.666667,0,3
0.242424,0,0.333333,0.1875,1,1,0.666667,0.333333,0,3
0,0.333333,0.666667,0.0625,1,1,0.666667,0,0,3
0.151515,0.666667,0.333333,0.0625,1,1,0.666667,0,1,3
0.272727,0.333333,1,0.125,1,1,0.333333,1,0,3
0.30303,1,1,0.0625,1,0,0.333333,1,0,3
0.818182,1,1,0.125,1,1,0,1,0,3
0.242424,1,1,0.0625,1,1,0,1,0,3
0.424242,0.666667,1,0.1875,0,1,0.666667,0.666667,0,3
0.424242,0.333333,0.666667,0.1875,1,1,0.666667,0.666667,0,3
0.30303,1,1,0.125,1,1,0.666667,0.666667,0,3
0.393939,0.333333,1,0.25,1,1,0.666667,0.333333,0,3
0.242424,0.666667,1,0.25,1,1,0.666667,0,0,3
0.393939,0.666667,0.666667,0.125,1,1,0.666667,0.333333,0,3
0.393939,0,0.333333,0.0625,1,1,0.666667,0.666667,0,3
0.181818,1,1,0.0625,1,1,0.333333,1,0,3
0.424242,0.666667,0.666667,0.25,1,0,0.666667,0.333333,0,3
0.242424,1,1,0.0625,1,1,0.333333,0.666667,0,3
0.272727,1,1,0.125,1,1,0,0.333333,0,3
0.848485,1,1,0.3125,1,0,0,1,0,3
0.363636,0.333333,0.666667,0.1875,1,1,0.333333,1,0,3
0.181818,0.666667,0.666667,0.0625,1,1,0.666667,0.333333,0,3
0.424242,0.333333,0.333333,0.375,1,0,0.333333,0.666667,0,3
0.272727,0.666667,1,0.1875,1,1,0.333333,1,0,3
0.272727,1,1,0.125,1,1,0.666667,0.666667,0,3
0.515152,1,1,0.125,1,0,0,1,0,3
0.515152,0.666667,0.666667,0.25,1,0,0.333333,0.666667,0,3
0.30303,0.666667,0.666667,0.125,1,0,0.333333,0.333333,0,3
0.393939,0.666667,1,0.3125,1,1,0.666667,0.666667,0,3
0.484848,0.666667,0.666667,0.25,1,1,0.333333,0,0,3
0.424242,1,1,0.0625,1,0,0.666667,0.333333,0,3
0.636364,1,1,0.0625,0,1,0,1,0,3
0.454545,0,0.333333,0.25,1,1,0.666667,0.666667,0,3
0.606061,0,0.333333,0.25,1,1,0.666667,0,1,3
0.606061,0.333333,0.333333,0.4375,1,0,0.333333,0.333333,1,3
0.30303,0.666667,1,0.125,1,0,0.333333,1,0,3
0.606061,1,1,0.1875,1,1,0,1,0,3
0.363636,1,1,0.0625,1,1,0.333333,1,0,3
0.515152,1,1,0.3125,1,1,0.666667,0.666667,0,3
0.272727,0.666667,1,0.125,1,0,0.333333,1,0,3
0.454545,1,1,0.125,0,1,0,1,0,3
0.666667,1,1,0.25,1,0,0,1,0,3
0.575758,0,0.333333,0.3125,1,1,0.666667,0.666667,0,3
0.515152,1,1,0.1875,0,0,0.333333,1,0,3
0.424242,0.333333,0.333333,0.125,1,1,0.666667,0.333333,0,3
0.121212,0.666667,0.666667,0.125,1,1,0.333333,0.333333,1,3
0.060606,0.666667,0.666667,0.0625,1,1,0.333333,0.333333,0,3
0.424242,0.666667,0.333333,0.1875,1,1,0.666667,0.666667,0,3
0.575758,0.333333,0.666667,0.375,1,0,0.666667,0.333333,0,3
0.181818,0.666667,0.666667,0.125,1,1,0.666667,0,0,3
0.363636,0.333333,1,0.4375,1,1,0.666667,0.666667,0,3
0.151515,0.666667,0.666667,0.0625,1,1,0.666667,0,0,3
0.333333,0.666667,1,0.25,1,1,0.666667,1,0,3
0.424242,0.666667,1,0.1875,1,1,0.666667,0.666667,0,3
0.272727,0.666667,1,0.125,1,1,0.666667,0.666667,0,3
0.30303,1,1,0.1875,1,1,0.666667,0.333333,0,3
0.636364,0.333333,1,0.3125,1,1,0,1,0,3
0.939394,0,0.666667,0.5625,1,0,0.666667,0.666667,0,3
0.606061,0,0,0.3125,1,1,0.666667,0.666667,0,3
0.606061,0.333333,0.666667,0.375,1,1,0.333333,1,0,3
0.606061,1,1,0.1875,1,1,0.333333,1,0,3
0.363636,1,1,0.25,1,1,0.666667,1,0,3
0.151515,1,1,0.125,1,1,0.666667,0.666667,0,3
0.272727,1,1,0.125,1,1,0.333333,0.666667,0,3
0.424242,0.666667,1,0.1875,1,1,0.666667,1,0,3
0.181818,0.666667,0.666667,0.1875,1,1,0.666667,0.666667,0,3
0.212121,1,0.666667,0.125,1,0,0.333333,0.666667,0,3
0.606061,0.666667,1,0.5625,1,1,0.666667,1,0,3
0.363636,1,0.666667,0.125,1,1,0.666667,0.333333,0,3
0.909091,0.333333,0.333333,0.3125,1,1,0.333333,1,0,3
0.939394,1,1,0.3125,1,1,0.666667,0.333333,0,3
0.757576,0,1,0.3125,1,0,0.333333,1,0,3
0.848485,1,1,0.3125,1,1,0.666667,1,0,3
0.545455,0.333333,0.666667,0.1875,0,1,0.666667,0.333333,1,3
0.636364,0.333333,0.666667,0.375,1,1,0.666667,1,0,3
0.545455,1,1,0.125,0,1,0,1,0,3
0.181818,0.333333,1,0.125,1,1,0.666667,0.333333,0,3
0.515152,0.333333,0.666667,0.25,1,1,0.333333,0.666667,0,3
0.151515,0.666667,1,0.1875,1,1,0.666667,0,0,3
0.454545,1,1,0.25,1,0,0.666667,1,0,3
0.757576,1,0.666667,0.3125,1,0,0.666667,1,0,3
0.424242,1,0.666667,0.25,1,1,0.666667,0.666667,0,3
0.484848,0.333333,1,0.3125,1,1,0.666667,1,0,3
0.333333,1,1,0.125,0,0,0.333333,1,0,3
0.30303,1,1,0.0625,0,0,0.333333,1,0,3
0.787879,1,1,0.3125,0,1,0.333333,1,0,3
0.242424,1,1,0.0625,1,1,0,0.666667,0,3
0.636364,1,1,0.375,1,1,0,1,0,3
0.424242,0.333333,0.666667,0.3125,1,0,0.666667,1,0,3
0.333333,1,1,0.0625,1,1,0,1,0,3
0.545455,0.333333,1,0.375,1,1,0.666667,0.666667,0,3
0.484848,0.666667,1,0.3125,0,1,0,1,0,3
0.363636,1,1,0.0625,0,0,0.333333,1,0,3
0.393939,0.666667,0.666667,0.0625,0,0,0.333333,1,0,3
0.787879,1,1,0.1875,0,1,0.333333,1,0,3
0.151515,0.333333,0.333333,0,0,1,1,1,0,3
0.181818,1,1,0.125,1,1,0.666667,1,0,3
0.606061,1,1,0.1875,0,1,0.666667,1,0,3
0.878788,0.333333,0.666667,0.1875,0,0,0.333333,1,0,3
0.545455,1,1,0.125,0,0,0.333333,1,0,3
0.575758,0.333333,0.666667,0.3125,1,1,0.666667,0.666667,0,3
0.090909,1,1,0.0625,1,1,0.333333,0.666667,0,3
0.333333,1,1,0.25,1,1,0.666667,0.666667,0,3
0.636364,0.333333,1,0.25,1,0,0.333333,0.666667,0,3
0.30303,0.666667,0.333333,0.25,1,1,0.666667,1,0,3
0.363636,0,0.666667,0.3125,1,1,0.666667,1,0,3
0.454545,0.666667,1,0.3125,1,1,0,1,0,3
0.484848,0.333333,0.333333,0.375,1,1,0.333333,0.666667,0,3
0.727273,0.333333,0.333333,0.25,0,0,0.333333,1,0,3
0.333333,0.666667,0.666667,0.3125,1,1,0.333333,1,0,3
0.333333,0.333333,0.333333,0.1875,1,1,0.333333,0.333333,1,3
0.636364,1,1,0.3125,0,0,0.333333,1,0,3
0.181818,1,0.666667,0.0625,1,1,0.333333,0.333333,0,3
0.333333,1,1,0.25,1,1,0,0.333333,1,3
0.151515,1,1,0.0625,0,1,0.333333,1,0,3
0.424242,0,0.666667,0.125,1,1,0.666667,1,0,3
0.212121,0.333333,0.333333,0.0625,1,1,0.333333,1,0,3
0.272727,0.333333,1,0.1875,1,1,0,0.666667,0,3
0.787879,0.333333,1,0.375,1,1,0.333333,1,0,3
0.393939,1,1,0.1875,1,1,0,1,0,3
0.515152,1,1,0.125,1,0,0.333333,1,0,3
0.515152,1,1,0.1875,1,1,0,1,0,3
0.69697,0.666667,0.666667,0.5,1,0,0,1,0,3
0.515152,0.666667,0.666667,0.25,1,0,0.333333,0.333333,0,3
0.030303,0.666667,0.666667,0.0625,1,1,0.333333,1,0,3
