@relation banana-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute At1 numeric
@attribute At2 numeric
@attribute Class {-1.0,1.0}

@data
0.730508,0.525269,-1.0
0.428814,0.61828,-1.0
0.827119,0.278853,-1.0
0.585085,0.713262,-1.0
0.955932,0.679211,1.0
0.481695,0.52043,1.0
0.369831,0.654122,-1.0
0.847458,0.673835,1.0
0.294915,0.305018,1.0
0.508373,0.78853,-1.0
0.593051,0.466308,1.0
0.40678,0.189964,-1.0
0.267797,0.466487,1.0
0.680169,0.704301,1.0
0.407288,0.346237,1.0
0.366441,0.706093,-1.0
0.694915,0.260753,1.0
0.449153,0.646953,-1.0
0.679831,0.629032,1.0
0.244068,0.060932,1.0
0.257627,0.289964,1.0
0.916949,0.664875,1.0
0.415254,0.385663,1.0
0.728814,0.379749,-1.0
0.605763,0.614695,-1.0
0.737288,0.383513,-1.0
0.412034,0.200717,-1.0
0.533186,0.765233,-1.0
0.235593,0.412724,-1.0
0.648983,0.548925,-1.0
0.637288,0.568817,-1.0
0.624068,0.47043,1.0
0.245763,0.086022,1.0
0.228814,0.334946,1.0
0.167797,0.238351,1.0
0.606271,0.666667,-1.0
0.392881,0.181004,-1.0
0.378644,0.309319,1.0
0.538034,0.736559,1.0
0.389492,0.404659,1.0
0.362034,0.580287,-1.0
0.288136,0.18638,1.0
0.761017,0.581541,-1.0
0.744068,0.614695,-1.0
0.574407,0.281541,-1.0
0.337288,0.225806,-1.0
0.698305,0.227599,1.0
0.30339,0.282975,1.0
0.493559,0.222222,-1.0
0.871186,0.409498,-1.0
0.289831,0.445753,1.0
0.352542,0.207885,-1.0
0.614237,0.81362,-1.0
0.589492,0.413065,1.0
0.605763,0.614695,-1.0
0.63322,0.567742,-1.0
0.30339,0.583692,-1.0
0.289831,0.401613,1.0
0.350847,0.580466,-1.0
0.540186,0.71147,1.0
0.626441,0.74552,1.0
0.545593,0.700717,-1.0
0.640508,0.337634,1.0
0.386271,0.222222,-1.0
0.577627,0.75448,1.0
0.844068,0.668459,1.0
0.578983,0.688172,-1.0
0.412712,0.170251,-1.0
0.837288,0.716846,1.0
0.718644,0.695341,1.0
0.567966,0.466667,1.0
0.505424,0.286201,1.0
0.340678,0.179211,-1.0
0.581695,0.302688,-1.0
0.513305,0.4819,1.0
0.677119,0.250179,1.0
0.577627,0.539606,1.0
0.667966,0.535484,-1.0
0.411864,0.681004,-1.0
0.677627,0.451075,-1.0
0.723729,0.672043,1.0
0.693051,0.573656,-1.0
0.347458,0.421882,1.0
0.440339,0.450538,1.0
0.593051,0.222222,-1.0
0.745763,0.596057,-1.0
0.732203,0.177419,1.0
0.215254,0.109319,1.0
0.511475,0.351613,1.0
0.512186,0.206093,-1.0
0.361017,0.543728,-1.0
0.688814,0.164875,1.0
0.528678,0.21147,-1.0
0.379322,0.664875,-1.0
0.392034,0.646953,-1.0
0.459492,0.141577,-1.0
0.675593,0.493369,1.0
0.962712,0.636201,1.0
0.440847,0.225806,-1.0
0.333898,0.37509,1.0
0.698305,0.565591,-1.0
0.418475,0.50448,1.0
0.432712,0.388351,1.0
0.837288,0.360753,-1.0
0.516373,0.349104,1.0
0.668814,0.548208,-1.0
0.48661,0.451254,1.0
0.740678,0.322939,-1.0
0.354407,0.643369,-1.0
0.382373,0.184588,-1.0
0.574576,0.216846,-1.0
0.701695,0.240143,1.0
0.520288,0.173835,-1.0
0.497119,0.758065,-1.0
0.558983,0.351792,1.0
0.488136,0.670251,-1.0
0.267797,0.39319,1.0
0.771186,0.403226,-1.0
0.391525,0.155914,-1.0
0.522346,0.181004,-1.0
0.423559,0.234767,-1.0
0.520305,0.202509,-1.0
0.572542,0.718638,-1.0
0.267797,0.497133,-1.0
0.328814,0.337276,1.0
0.565254,0.306272,-1.0
0.652034,0.391039,1.0
0.482712,0.164875,-1.0
0.694915,0.645161,1.0
0.634068,0.561649,-1.0
0.761017,0.562007,-1.0
0.530949,0.216846,-1.0
0.240678,0.573297,-1.0
0.484407,0.540502,1.0
0.228814,0.100358,1.0
0.471186,0.200717,-1.0
0.540136,0.533871,1.0
0.489492,0.722222,-1.0
0.549153,0.507527,1.0
0.384746,0.241935,-1.0
0.387458,0.551434,-1.0
0.548814,0.654122,-1.0
0.664746,0.197133,1.0
0.621525,0.54086,-1.0
0.322034,0.224014,1.0
0.8,0.33172,-1.0
0.572712,0.535484,1.0
0.408644,0.524373,1.0
0.222034,0.236559,1.0
0.570678,0.370251,1.0
0.502034,0.224014,-1.0
0.627627,0.390502,1.0
0.603051,0.605018,-1.0
0.573729,0.184588,-1.0
0.619153,0.546774,-1.0
0.592712,0.750896,-1.0
0.397627,0.353943,1.0
0.558136,0.538889,1.0
0.526593,0.209677,-1.0
0.473729,0.209677,-1.0
0.352542,0.132616,-1.0
0.667966,0.598566,-1.0
0.776271,0.713262,1.0
0.412203,0.527599,1.0
0.305085,0.224014,1.0
0.250847,0.363082,1.0
0.398644,0.609319,-1.0
0.277966,0.415824,1.0
0.269492,0.358423,1.0
0.337288,0.206093,-1.0
0.367627,0.58853,1.0
0.513,0.303047,-1.0
0.576271,0.530466,1.0
0.713559,0.352688,-1.0
0.340678,0.605556,-1.0
0.64,0.643369,-1.0
0.500847,0.227599,-1.0
0.482542,0.743728,1.0
0.661356,0.293728,1.0
0.604576,0.570072,-1.0
0.381695,0.543728,1.0
0.40322,0.225806,-1.0
0.478136,0.164875,-1.0
0.723729,0.263978,1.0
0.698305,0.39086,-1.0
0.422203,0.334946,1.0
0.737288,0.146953,1.0
0.320339,0.59319,-1.0
0.532847,0.247312,-1.0
0.565593,0.198925,-1.0
0.291525,0.455197,1.0
0.728814,0.46362,-1.0
0.450678,0.366308,1.0
0.850847,0.457885,-1.0
0.67339,0.447312,1.0
0.488814,0.424606,1.0
0.733898,0.537276,-1.0
0.568136,0.22043,-1.0
0.69661,0.557348,-1.0
0.458644,0.357168,1.0
0.387627,0.21147,-1.0
0.638475,0.601075,-1.0
0.498644,0.182796,-1.0
0.583898,0.801075,-1.0
0.386271,0.21147,-1.0
0.720339,0.535484,-1.0
0.345763,0.279211,1.0
0.468475,0.458423,1.0
0.460678,0.181004,-1.0
0.715254,0.675627,1.0
0.579831,0.46147,1.0
0.80678,0.111111,1.0
0.522676,0.707885,-1.0
0.551864,0.369176,1.0
0.667288,0.318996,1.0
0.638983,0.560753,-1.0
0.454068,0.175627,-1.0
0.368305,0.234767,-1.0
0.685763,0.528315,1.0
0.166102,0.157706,1.0
0.510322,0.181004,-1.0
0.579492,0.62724,-1.0
0.532966,0.786738,-1.0
0.600169,0.207885,-1.0
0.279661,0.289427,1.0
0.666271,0.414409,1.0
0.664237,0.707885,-1.0
0.245763,0.406631,1.0
0.528661,0.227599,-1.0
0.66322,0.614695,-1.0
0.261017,0.294982,1.0
0.556949,0.28871,-1.0
0.720339,0.54552,-1.0
0.583051,0.646953,-1.0
0.606271,0.688172,-1.0
0.661186,0.132616,1.0
0.264407,0.30914,1.0
0.288136,0.407168,1.0
0.162712,0.549821,-1.0
0.218644,0.137993,1.0
0.492881,0.15233,-1.0
0.620169,0.514516,1.0
0.445254,0.247312,-1.0
0.576441,0.729391,-1.0
0.680169,0.24552,1.0
0.589492,0.736559,-1.0
0.781356,0.492115,-1.0
0.349153,0.663082,-1.0
0.631695,0.706093,1.0
0.503051,0.224014,-1.0
0.567458,0.275986,-1.0
0.425254,0.672043,-1.0
0.222034,0.324014,1.0
0.708475,0.535842,-1.0
0.722034,0.504659,-1.0
0.452712,0.679211,-1.0
0.681695,0.5181,-1.0
0.501356,0.599283,-1.0
0.177966,0.323656,1.0
0.560678,0.664875,-1.0
0.650339,0.240143,1.0
0.747458,0.372581,1.0
0.401695,0.179211,-1.0
0.767797,0.420305,-1.0
0.867797,0.664875,1.0
0.412881,0.24552,-1.0
0.242373,0.577957,-1.0
0.436441,0.603226,-1.0
0.379492,0.500896,1.0
0.484576,0.293907,-1.0
0.569661,0.198925,-1.0
0.466949,0.283154,-1.0
0.69,0.47491,1.0
0.311864,0.32509,1.0
0.379831,0.394803,1.0
0.441864,0.636201,-1.0
0.603729,0.44586,1.0
0.565593,0.267025,-1.0
0.41339,0.399821,1.0
0.47661,0.191756,-1.0
0.766102,0.530466,-1.0
0.443559,0.443548,1.0
0.566271,0.458961,1.0
0.223729,0.510215,-1.0
0.698305,0.473477,1.0
0.430169,0.216846,-1.0
0.677966,0.547491,-1.0
0.450678,0.645161,-1.0
0.762712,0.474552,-1.0
0.425593,0.569892,-1.0
0.458814,0.241935,-1.0
0.382542,0.207885,-1.0
0.162712,0.366129,1.0
0.358475,0.558244,-1.0
0.547288,0.291756,-1.0
0.380169,0.390143,1.0
0.505763,0.224014,-1.0
0.730508,0.409319,-1.0
0.429661,0.24552,-1.0
0.379492,0.550358,-1.0
0.455763,0.218638,-1.0
0.505085,0.361649,1.0
0.451695,0.60681,1.0
0.730508,0.319534,1.0
0.643559,0.598208,-1.0
0.540847,0.774194,1.0
0.470169,0.460036,1.0
0.344068,0.547491,-1.0
0.371864,0.465412,1.0
0.459153,0.681004,-1.0
0.678814,0.200717,1.0
0.733898,0.483871,-1.0
0.937288,0.673835,1.0
0.509847,0.722222,-1.0
0.272881,0.560932,-1.0
0.591525,0.729391,1.0
0.735593,0.643369,1.0
0.361525,0.607527,-1.0
0.497797,0.222222,-1.0
0.188136,0.490143,-1.0
0.409322,0.639785,-1.0
0.288136,0.343369,1.0
0.342373,0.474194,1.0
0.46322,0.25914,-1.0
0.464407,0.16129,-1.0
0.397119,0.299283,-1.0
0.666102,0.396774,1.0
0.269492,0.209677,1.0
0.473898,0.15233,-1.0
0.730508,0.145161,1.0
0.905085,0.645161,1.0
0.650847,0.772401,1.0
0.443729,0.424767,1.0
0.664915,0.322043,1.0
0.595424,0.740143,1.0
0.271186,0.560573,-1.0
0.378814,0.189964,-1.0
0.578814,0.422491,1.0
0.532644,0.682796,-1.0
0.815254,0.286201,-1.0
0.281356,0.330466,1.0
0.596102,0.784946,-1.0
0.272881,0.207885,1.0
0.322034,0.313978,1.0
0.342373,0.429235,1.0
0.859322,0.503047,-1.0
0.478983,0.438548,1.0
0.521305,0.706093,-1.0
0.592881,0.431523,1.0
0.362373,0.428393,1.0
0.63678,0.772401,1.0
0.363559,0.313799,1.0
0.458136,0.446953,1.0
0.416441,0.303226,1.0
0.424915,0.18638,-1.0
0.406441,0.564337,1.0
0.365254,0.485842,1.0
0.615932,0.646953,-1.0
0.536356,0.747312,-1.0
0.602542,0.479032,1.0
0.356441,0.282437,1.0
0.733898,0.569892,-1.0
0.451356,0.341398,1.0
0.643729,0.600538,-1.0
0.438644,0.758065,1.0
0.747458,0.368996,1.0
0.600678,0.693548,1.0
0.578136,0.4819,1.0
0.198305,0.159498,1.0
0.298305,0.557168,-1.0
0.387627,0.65233,-1.0
0.478814,0.657706,-1.0
0.254237,0.591935,-1.0
0.315254,0.30233,1.0
0.276271,0.643369,-1.0
0.767797,0.492473,-1.0
0.705085,0.507348,-1.0
0.500169,0.202509,-1.0
0.41661,0.670251,-1.0
0.362881,0.607527,-1.0
0.920339,0.636201,1.0
0.510966,0.476165,1.0
0.49339,0.419498,1.0
0.828814,0.664875,1.0
0.499661,0.469713,1.0
0.725424,0.378495,-1.0
0.367119,0.410036,1.0
0.752542,0.512903,-1.0
0.549322,0.486022,1.0
0.419322,0.50233,1.0
0.391695,0.241935,-1.0
0.582542,0.502509,1.0
0.65,0.493907,-1.0
0.520559,0.150538,-1.0
0.552203,0.238351,-1.0
0.083051,0.467204,-1.0
0.485085,0.238351,-1.0
0.344068,0.27043,-1.0
0.578814,0.466487,1.0
0.680678,0.218638,1.0
0.604915,0.693548,-1.0
0.525576,0.360573,1.0
0.448305,0.206093,-1.0
0.674576,0.583154,-1.0
0.504237,0.299462,-1.0
0.701695,0.256272,1.0
0.728814,0.468996,-1.0
0.541525,0.391039,1.0
0.610847,0.700717,-1.0
0.414576,0.28853,-1.0
0.630508,0.207885,-1.0
0.618305,0.238351,1.0
0.257627,0.55,-1.0
0.68678,0.580824,-1.0
0.424068,0.18638,-1.0
0.70678,0.496057,-1.0
0.855932,0.663082,1.0
0.512119,0.595161,-1.0
0.519441,0.441613,1.0
0.617288,0.384588,1.0
0.684746,0.422993,1.0
0.47322,0.456631,1.0
0.476441,0.204301,-1.0
0.701695,0.387097,-1.0
0.738983,0.325627,1.0
0.474237,0.388172,1.0
0.494237,0.342652,1.0
0.815254,0.343907,-1.0
0.377627,0.609319,-1.0
0.458814,0.202509,-1.0
0.362203,0.61828,-1.0
0.313559,0.632616,-1.0
0.335593,0.625448,-1.0
0.255932,0.477061,-1.0
0.242373,0.562724,-1.0
0.462034,0.732975,1.0
0.286441,0.40914,1.0
0.552712,0.806452,1.0
0.227119,0.485305,-1.0
0.355932,0.469713,1.0
0.727119,0.288889,1.0
0.620339,0.682796,-1.0
0.659661,0.645161,-1.0
0.735593,0.392115,-1.0
0.68322,0.636201,-1.0
0.496102,0.292294,-1.0
0.754237,0.582437,-1.0
0.735593,0.527778,-1.0
0.723729,0.464875,-1.0
0.445932,0.229391,-1.0
0.805085,0.471147,-1.0
0.345763,0.601434,-1.0
0.467119,0.72043,-1.0
0.42322,0.145161,-1.0
0.358644,0.616487,-1.0
0.191525,0.508065,-1.0
0.584915,0.595161,-1.0
0.752542,0.345699,-1.0
0.536051,0.166667,-1.0
0.361695,0.139785,-1.0
0.920339,0.722222,1.0
0.277966,0.398387,1.0
0.213559,0.294624,1.0
0.359153,0.26595,1.0
0.385932,0.207885,-1.0
0.605424,0.31129,1.0
0.5,0.303943,1.0
0.618644,0.24552,-1.0
0.406271,0.657706,-1.0
0.584407,0.269355,1.0
0.828814,0.672043,1.0
0.410847,0.231183,-1.0
0.48322,0.173835,-1.0
0.716949,0.377061,1.0
0.470339,0.195341,-1.0
0.497797,0.781362,1.0
0.623559,0.556272,-1.0
0.942373,0.629032,1.0
0.626271,0.657706,-1.0
0.318644,0.641577,-1.0
0.404407,0.689964,-1.0
0.401017,0.253943,-1.0
0.240678,0.548746,-1.0
0.507814,0.729391,-1.0
0.540169,0.322043,1.0
0.218644,0.121864,1.0
0.271186,0.502688,-1.0
0.401356,0.641577,-1.0
0.592712,0.259857,-1.0
0.602203,0.198925,-1.0
0.555085,0.47509,1.0
0.857627,0.681004,1.0
0.482034,0.295878,-1.0
0.373051,0.353584,1.0
0.725424,0.527599,-1.0
0.218644,0.549462,-1.0
0.573051,0.668459,-1.0
0.478475,0.267742,-1.0
0.423729,0.369534,1.0
0.538729,0.209677,-1.0
0.283051,0.540143,-1.0
0.635593,0.577957,-1.0
0.935593,0.663082,1.0
0.560508,0.256093,-1.0
0.375085,0.475448,1.0
0.371356,0.439444,1.0
0.499831,0.285484,-1.0
0.390847,0.752688,-1.0
0.541356,0.241935,-1.0
0.358814,0.405735,1.0
0.47661,0.232975,-1.0
0.368814,0.334767,1.0
0.564068,0.740143,-1.0
0.211864,0.445018,-1.0
0.801695,0.702509,1.0
0.491525,0.173835,-1.0
0.437627,0.123656,-1.0
0.555424,0.24552,-1.0
0.550847,0.462186,1.0
0.233898,0.371147,1.0
0.658136,0.578136,-1.0
0.588644,0.280645,1.0
0.511915,0.707885,-1.0
0.245763,0.240143,1.0
0.398475,0.416487,1.0
0.730508,0.166667,1.0
0.774576,0.609319,1.0
0.375254,0.469892,1.0
0.820339,0.431183,-1.0
0.515593,0.238351,-1.0
0.577288,0.320609,1.0
0.20678,0.249104,1.0
0.39339,0.166667,-1.0
0.264407,0.545878,-1.0
0.742373,0.48871,-1.0
0.592034,0.433638,1.0
0.301695,0.229391,1.0
0.745763,0.103943,1.0
0.628305,0.323477,1.0
0.644576,0.598208,-1.0
0.692203,0.44147,-1.0
0.465254,0.495699,1.0
0.381356,0.22043,-1.0
0.611017,0.824373,-1.0
0.755932,0.284946,1.0
0.490339,0.525806,1.0
0.678475,0.36129,1.0
0.723729,0.378674,-1.0
0.665085,0.396595,1.0
0.375593,0.557168,1.0
0.708475,0.359498,1.0
0.358983,0.234767,1.0
0.379661,0.600896,-1.0
0.728814,0.483154,-1.0
0.681864,0.556631,-1.0
0.805085,0.471864,-1.0
0.820339,0.666667,1.0
0.791525,0.465233,-1.0
0.594068,0.605018,-1.0
0.525898,0.659498,-1.0
0.277966,0.420054,1.0
0.681017,0.410036,1.0
0.665085,0.594086,-1.0
0.66339,0.307706,1.0
0.519068,0.324014,1.0
0.725424,0.129032,1.0
0.750847,0.485663,-1.0
0.509508,0.607527,1.0
0.933898,0.697133,1.0
0.589831,0.655914,-1.0
0.465932,0.439444,1.0
0.568644,0.238351,-1.0
0.222034,0.325806,1.0
0.557627,0.319176,1.0
0.267797,0.490681,1.0
0.529,0.253047,-1.0
0.623051,0.500358,-1.0
0.519254,0.257706,-1.0
0.322034,0.648746,-1.0
0.322034,0.191756,-1.0
0.43322,0.634409,-1.0
0.594576,0.53871,1.0
0.527017,0.225806,-1.0
0.664407,0.260036,1.0
0.291525,0.390143,1.0
0.41322,0.15233,-1.0
0.446949,0.415108,1.0
0.382203,0.548566,-1.0
0,0.279211,-1.0
0.422373,0.181004,-1.0
0.520085,0.55448,1.0
0.523519,0.260215,1.0
0.499153,0.512724,1.0
0.631017,0.589785,-1.0
0.39322,0.542473,-1.0
0.395593,0.259319,-1.0
0.350847,0.601792,-1.0
0.415763,0.597133,1.0
0.519424,0.286738,1.0
0.44,0.209677,-1.0
0.708475,0.313082,1.0
0.585763,0.457706,1.0
0.624576,0.549642,-1.0
0.501356,0.729391,1.0
0.747458,0.495699,-1.0
0.708475,0.538351,-1.0
0.479661,0.672043,-1.0
0.444576,0.258961,-1.0
0.252542,0.420896,1.0
0.732203,0.03405,1.0
0.850847,0.681004,1.0
0.840678,0.630824,1.0
0.65678,0.320609,1.0
0.828814,0.563978,-1.0
0.461186,0.224014,-1.0
0.46,0.666667,-1.0
0.281356,0.472222,-1.0
0.361017,0.668459,-1.0
0.730508,0.504122,-1.0
0.539847,0.179211,-1.0
0.598136,0.232975,-1.0
0.673898,0.375986,1.0
0.730508,0.577778,-1.0
0.713559,0.120072,1.0
0.30339,0.636201,-1.0
0.638136,0.547849,-1.0
0.601017,0.478136,1.0
0.385593,0.639785,-1.0
0.815254,0.3819,-1.0
0.439492,0.197133,-1.0
0.325424,0.529391,1.0
0.537051,0.72043,-1.0
0.415254,0.260036,-1.0
0.568475,0.319892,1.0
0.486102,0.456272,1.0
0.523852,0.421756,1.0
0.710169,0.675627,1.0
0.377119,0.231183,-1.0
0.747458,0.163082,1.0
0.267797,0.514516,-1.0
0.611525,0.732975,-1.0
0.380508,0.427853,1.0
0.524192,0.253943,-1.0
0.631356,0.528495,1.0
0.738983,0.305556,-1.0
0.698305,0.478495,-1.0
0.360339,0.44767,1.0
0.501356,0.182796,-1.0
0.492203,0.411738,1.0
0.533644,0.360573,1.0
0.508881,0.474014,1.0
0.428814,0.227599,-1.0
0.772881,0.060932,1.0
0.542881,0.511111,1.0
0.520525,0.198925,-1.0
0.587797,0.605197,-1.0
0.3,0.520789,1.0
0.342373,0.373477,1.0
0.776271,0.269534,-1.0
0.500339,0.182796,-1.0
0.235593,0.22043,1.0
0.625085,0.452151,1.0
0.818644,0.53172,-1.0
0.813559,0.530287,-1.0
0.358814,0.447491,1.0
0.272881,0.37509,1.0
0.725424,0.573835,-1.0
0.420847,0.2681,-1.0
0.350847,0.197133,-1.0
0.301695,0.31595,1.0
0.350847,0.521685,1.0
0.651186,0.71147,-1.0
0.512441,0.440072,1.0
0.627966,0.49552,-1.0
0.499661,0.724014,-1.0
0.580508,0.777778,-1.0
0.730508,0.472581,-1.0
0.482203,0.216846,-1.0
0.593051,0.157706,-1.0
0.30339,0.234767,1.0
0.609322,0.688172,-1.0
0.322034,0.253405,-1.0
0.589492,0.515054,1.0
0.70339,0.347133,1.0
0.369322,0.265591,-1.0
0.711864,0.505018,-1.0
0.67678,0.367563,1.0
0.385593,0.488172,1.0
0.752542,0.358961,1.0
0.555085,0.538889,-1.0
0.191525,0.259498,1.0
0.340678,0.257706,-1.0
0.240678,0.380645,1.0
0.378644,0.386201,1.0
0.368136,0.68638,-1.0
0.733898,0.688172,1.0
0.762712,0.348208,-1.0
0.553729,0.559319,1.0
0.538746,0.277061,-1.0
0.626102,0.527778,-1.0
0.456949,0.382975,1.0
0.577797,0.716846,1.0
0.38678,0.159498,-1.0
0.449153,0.48172,1.0
0.416271,0.621864,-1.0
0.525695,0.232975,-1.0
0.41339,0.409857,1.0
0.533983,0.797491,1.0
0.347458,0.596237,-1.0
0.967797,0.629032,1.0
0.439153,0.385125,1.0
0.276271,0.408961,1.0
0.694915,0.549642,-1.0
0.63,0.470251,-1.0
0.449831,0.688172,-1.0
0.526525,0.313799,1.0
0.764407,0.310753,-1.0
0.315254,0.195341,1.0
0.752542,0.396595,-1.0
0.823729,0.713262,1.0
0.220339,0.415269,1.0
0.479661,0.207885,-1.0
0.479831,0.700717,-1.0
0.738983,0.294444,-1.0
0.172881,0.334946,1.0
0.604576,0.756272,-1.0
0.490678,0.663082,-1.0
0.730508,0.614695,-1.0
0.279661,0.444785,1.0
0.390847,0.427156,1.0
0.261017,0.45,1.0
0.483729,0.68638,-1.0
0.733898,0.305197,1.0
0.042373,0.396595,-1.0
0.393729,0.195341,-1.0
0.716949,0.495699,-1.0
0.701695,0.298746,1.0
0.661695,0.574731,-1.0
0.310169,0.406989,1.0
0.762712,0.72043,1.0
0.681864,0.206093,1.0
0.330508,0.434355,1.0
0.667797,0.558423,-1.0
0.629492,0.539606,-1.0
0.79322,0.411057,-1.0
0.218644,0.204301,1.0
0.524332,0.763441,-1.0
0.553898,0.206093,-1.0
0.723729,0.488172,-1.0
0.677966,0.583154,-1.0
0.548305,0.353943,1.0
0.737288,0.329211,1.0
0.492034,0.380466,1.0
0.654068,0.581541,-1.0
0.301695,0.22043,1.0
0.70678,0.454839,1.0
0.311864,0.5819,-1.0
0.51261,0.650538,-1.0
0.215254,0.301971,1.0
0.783051,0.103943,1.0
0.493729,0.227599,-1.0
0.349153,0.364337,1.0
0.238983,0.499642,-1.0
0.589661,0.284229,1.0
0.569831,0.227599,-1.0
0.667119,0.763441,-1.0
0.512102,0.736559,-1.0
0.506441,0.193548,-1.0
0.552203,0.781362,1.0
0.614915,0.204301,-1.0
0.638475,0.44767,1.0
0.732203,0.402151,1.0
0.647458,0.250896,1.0
0.811864,0.422294,-1.0
0.359661,0.490681,1.0
0.949153,0.589785,1.0
0.632712,0.356093,1.0
0.375085,0.234767,-1.0
0.358475,0.379391,1.0
0.578136,0.498746,1.0
0.313559,0.426452,1.0
0.437458,0.280645,-1.0
0.537576,0.503226,1.0
0.854237,0.589964,1.0
0.808475,0.370968,-1.0
0.410169,0.329749,1.0
0.467797,0.482258,1.0
0.398983,0.550717,1.0
0.563559,0.238351,-1.0
0.423729,0.207885,-1.0
0.70678,0.557348,-1.0
0.613051,0.225806,-1.0
0.644068,0.732975,1.0
0.527847,0.299462,-1.0
0.558814,0.544803,1.0
0.789831,0.514875,-1.0
0.69661,0.365412,1.0
0.488136,0.458961,1.0
0.672881,0.385125,-1.0
0.340678,0.27276,1.0
0.266102,0.472401,1.0
0.382373,0.215054,-1.0
0.742373,0.469534,-1.0
0.69661,0.603226,-1.0
0.482881,0.567025,1.0
0.447288,0.732975,-1.0
0.437966,0.213262,-1.0
0.752542,0.546057,-1.0
0.19661,0.371864,1.0
0.728814,0.289606,1.0
0.662712,0.756272,-1.0
0.176271,0.082437,1.0
0.744068,0.560753,-1.0
0.664746,0.666667,-1.0
0.361186,0.501792,1.0
0.596949,0.562545,-1.0
0.883051,0.603584,1.0
0.784746,0.393728,-1.0
0.516034,0.741935,-1.0
0.208475,0.195341,1.0
0.602373,0.28638,1.0
0.432373,0.179211,-1.0
0.728814,0.271864,1.0
0.788136,0.396595,-1.0
0.57322,0.399821,1.0
0.599153,0.181004,-1.0
0.977966,0.637993,1.0
0.445254,0.432455,1.0
0.362542,0.677419,-1.0
0.620678,0.282796,1.0
0.504407,0.401971,1.0
0.604576,0.206093,-1.0
0.480678,0.200717,-1.0
0.447627,0.614695,-1.0
0.471017,0.236559,-1.0
0.619661,0.253226,1.0
0.772881,0.515412,-1.0
0.755932,0.688172,1.0
0.431695,0.428329,1.0
0.286441,0.47509,1.0
0.264407,0.344803,1.0
0.567797,0.331541,1.0
0.855932,0.657706,1.0
0.403898,0.172043,-1.0
0.167797,0.320072,1.0
0.645932,0.559319,-1.0
0.484068,0.253763,-1.0
0.737288,0.511111,-1.0
0.434407,0.587276,-1.0
0.698305,0.572581,-1.0
0.570508,0.389247,1.0
0.342373,0.421326,1.0
0.752542,0.157706,1.0
0.609661,0.611111,-1.0
0.575593,0.225806,-1.0
0.318644,0.358065,1.0
0.389322,0.590502,1.0
0.558305,0.197133,-1.0
0.759322,0.315233,1.0
0.48678,0.136201,-1.0
0.29661,0.540502,-1.0
0.464407,0.799283,-1.0
0.527288,0.266129,-1.0
0.419661,0.209677,-1.0
0.651356,0.56828,-1.0
0.732203,0.446219,1.0
0.599153,0.436989,1.0
0.361186,0.620072,-1.0
0.489153,0.395878,1.0
0.154237,0.091398,1.0
0.44339,0.475627,1.0
0.676949,0.634409,-1.0
0.375254,0.59319,-1.0
0.710169,0.372222,1.0
0.737288,0.243728,1.0
0.68661,0.189964,1.0
0.485763,0.24552,-1.0
0.429153,0.11828,-1.0
0.49322,0.313799,-1.0
0.578983,0.429437,1.0
0.571017,0.455018,1.0
0.281356,0.433351,1.0
0.599831,0.419552,1.0
0.602542,0.579211,-1.0
0.440678,0.65233,-1.0
0.586102,0.27491,-1.0
0.519627,0.198925,-1.0
0.594915,0.804659,-1.0
0.338983,0.345341,1.0
0.457458,0.330287,1.0
0.642881,0.323835,1.0
0.30339,0.512366,-1.0
0.279661,0.337814,1.0
0.694915,0.583333,-1.0
0.786441,0.312007,-1.0
0.599492,0.216846,-1.0
0.51639,0.536738,1.0
0.259322,0.369355,1.0
0.291525,0.573118,-1.0
0.447797,0.364875,1.0
0.783051,0.494265,-1.0
0.409831,0.670251,-1.0
0.67339,0.535484,-1.0
0.606949,0.463082,1.0
0.505085,0.21147,-1.0
0.449831,0.761649,-1.0
0.680339,0.553943,-1.0
0.733898,0.591039,-1.0
0.513898,0.266308,-1.0
0.55678,0.200717,-1.0
0.862712,0.657706,1.0
0.618983,0.45914,1.0
0.570847,0.496953,1.0
0.40322,0.511649,1.0
0.421186,0.155914,-1.0
0.759322,0.456093,-1.0
0.588136,0.18638,-1.0
0.342373,0.301254,1.0
0.361356,0.573835,-1.0
0.473559,0.524731,1.0
0.685085,0.578136,-1.0
0.679153,0.469713,-1.0
0.232203,0.453763,1.0
0.266102,0.362366,1.0
0.264407,0.474373,-1.0
0.757627,0.312724,1.0
0.541017,0.184588,-1.0
0.769492,0.204301,1.0
0.333898,0.533871,1.0
0.627627,0.416649,1.0
0.937288,0.348029,-1.0
0.749153,0.121864,1.0
0.572712,0.609319,-1.0
0.345763,0.467563,1.0
0.455085,0.232975,-1.0
0.662542,0.526165,-1.0
0.791525,0.344444,-1.0
0.705085,0.702509,-1.0
0.597288,0.481183,1.0
0.458475,0.296774,1.0
0.667797,0.279749,1.0
0.371017,0.12724,-1.0
0.512254,0.740143,-1.0
0.565085,0.758065,1.0
0.211864,0.256631,1.0
0.728814,0.429797,-1.0
0.332203,0.238351,-1.0
0.525661,0.725806,-1.0
0.844068,0.314875,-1.0
0.585932,0.347491,1.0
0.582034,0.591039,-1.0
0.45322,0.472401,1.0
0.402373,0.215054,-1.0
0.342373,0.329391,1.0
0.194915,0.577419,-1.0
0.559322,0.818996,-1.0
0.365763,0.222222,-1.0
